100_0154_0001.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
-0.109458, -0.0167566, 0.445846, 0.0372875, -0.0155663, 0.0113508, 0.148278, 0.0357166, 0.130767, 0.7885, -0.0203791, 1, -0.0638759, 0.223567
-0.0451731, 0.529683, 0.0211644, 0.0471971, -0.0420824, 0.0363285, -0.00210727, 0.169767, -0.817679, 0.0673331, 0.0691049, -0.0638759, 1, -0.157026
0.00293244, 0.00146599, -0.00493433, -0.00227383, 0.00122625, -0.000681443, 0.0129845, -0.00699842, 0.0136102, -0.0276402, 0.00175166, 0.223567, -0.157026, 1
100_0212_0063.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0384998, -0.123003, 0.68915, -0.103969, -0.0474982, 0.0127653
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.113368, -0.0208985, 0.0381364, -0.0127835, 0.537513, 0.00968388
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0136256, 0.0149452, -0.0171901, 0.454656, 0.0213426, -0.0172796
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0224833, 0.0312161, -0.230077, 0.0198475, 0.0473137, -0.00990304
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0197087, -0.00574284, 0.0876494, 0.00210156, -0.0418514, 0.00716559
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0167378, 0.00148043, -0.0542662, -0.00528312, 0.0361222, -0.00568735
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00528516, -0.0329583, -0.0423518, 0.153403, 0.000363414, 0.00940528
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0141682, 0.0348793, -0.0562022, 0.0342604, 0.172417, -0.00336175
0.0384998, -0.113368, -0.0136256, -0.0224833, 0.0197087, -0.0167378, 0.00528516, 0.0141682, 1, 0.0249921, 0.0126369, 0.126315, -0.800614, 0.0366122
-0.123003, -0.0208985, 0.0149452, 0.0312161, -0.00574284, 0.00148043, -0.0329583, 0.0348793, 0.0249921, 1, -0.087504, 0.784637, 0.0826946, -0.0356425
0.68915, 0.0381364, -0.0171901, -0.230077, 0.0876494, -0.0542662, -0.0423518, -0.0562022, 0.0126369, -0.087504, 1, -0.16561, 0.0706381, 0.0125724
-0.103969, -0.0127835, 0.454656, 0.0198475, 0.00210156, -0.00528312, 0.153403, 0.0342604, 0.126315, 0.784637, -0.16561, 1, 0.023472, 0.211689
-0.0474982, 0.537513, 0.0213426, 0.0473137, -0.0418514, 0.0361222, 0.000363414, 0.172417, -0.800614, 0.0826946, 0.0706381, 0.023472, 1, 0.18344
0.0127653, 0.00968388, -0.0172796, -0.00990304, 0.00716559, -0.00568735, 0.00940528, -0.00336175, 0.0366122, -0.0356425, 0.0125724, 0.211689, 0.18344, 1
100_0212_0064.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0376571, -0.11926, 0.698878, -0.0978654, -0.0397511, 0.0112293
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.10975, -0.0205247, 0.0386572, -0.00771448, 0.495228, -0.00222319
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0132496, 0.0130567, -0.0181567, 0.462771, 0.0183551, -0.0192435
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0216117, 0.0316656, -0.229992, 0.0342282, 0.0329701, -0.00365042
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0186983, -0.00735284, 0.0853683, -0.012878, -0.0280564, 0.00213639
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0157316, 0.00337446, -0.0519373, 0.00860516, 0.0235167, -0.0015182
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00696024, -0.0324712, -0.0381327, 0.170901, 0.0019714, 0.0107979
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0151907, 0.0329824, -0.0577889, 0.0294695, 0.160061, -0.00771678
0.0376571, -0.10975, -0.0132496, -0.0216117, 0.0186983, -0.0157316, 0.00696024, 0.0151907, 1, 0.0163804, -0.00904918, 0.0959078, -0.723876, 0.0601353
-0.11926, -0.0205247, 0.0130567, 0.0316656, -0.00735284, 0.00337446, -0.0324712, 0.0329824, 0.0163804, 1, -0.104039, 0.747963, 0.0820775, -0.040529
0.698878, 0.0386572, -0.0181567, -0.229992, 0.0853683, -0.0519373, -0.0381327, -0.0577889, -0.00904918, -0.104039, 1, -0.285437, 0.0725793, 0.0158324
-0.0978654, -0.00771448, 0.462771, 0.0342282, -0.012878, 0.00860516, 0.170901, 0.0294695, 0.0959078, 0.747963, -0.285437, 1, 0.07897, 0.177959
-0.0397511, 0.495228, 0.0183551, 0.0329701, -0.0280564, 0.0235167, 0.0019714, 0.160061, -0.723876, 0.0820775, 0.0725793, 0.07897, 1, 0.408822
0.0112293, -0.00222319, -0.0192435, -0.00365042, 0.00213639, -0.0015182, 0.0107979, -0.00771678, 0.0601353, -0.040529, 0.0158324, 0.177959, 0.408822, 1
100_0212_0065.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0394422, -0.124629, 0.672567, -0.0759524, -0.0320716, 0.00756369
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.114882, -0.0206247, 0.0364101, -0.00438793, 0.438653, 0.0062018
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0141404, 0.0148586, -0.0156069, 0.397541, 0.0129141, -0.0199328
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0228134, 0.0324893, -0.22116, 0.0309959, 0.0271251, -0.00328472
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0197198, -0.00681276, 0.0817948, -0.0127464, -0.0231711, 0.00258407
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0166917, 0.00259653, -0.0492056, 0.00822439, 0.0194789, -0.00214823
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00695547, -0.0349112, -0.0378304, 0.139681, 0.00373488, 0.00423005
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0155161, 0.0346567, -0.0562241, 0.021807, 0.139777, -0.00546452
0.0394422, -0.114882, -0.0141404, -0.0228134, 0.0197198, -0.0166917, 0.00695547, 0.0155161, 1, 0.0188332, 0.0110699, 0.0913228, -0.606629, 0.0378223
-0.124629, -0.0206247, 0.0148586, 0.0324893, -0.00681276, 0.00259653, -0.0349112, 0.0346567, 0.0188332, 1, -0.0909417, 0.617271, 0.0574367, -0.0328478
0.672567, 0.0364101, -0.0156069, -0.22116, 0.0817948, -0.0492056, -0.0378304, -0.0562241, 0.0110699, -0.0909417, 1, -0.135446, 0.0457825, 0.0212331
-0.0759524, -0.00438793, 0.397541, 0.0309959, -0.0127464, 0.00822439, 0.139681, 0.021807, 0.0913228, 0.617271, -0.135446, 1, 0.036126, 0.12677
-0.0320716, 0.438653, 0.0129141, 0.0271251, -0.0231711, 0.0194789, 0.00373488, 0.139777, -0.606629, 0.0574367, 0.0457825, 0.036126, 1, 0.292574
0.00756369, 0.0062018, -0.0199328, -0.00328472, 0.00258407, -0.00214823, 0.00423005, -0.00546452, 0.0378223, -0.0328478, 0.0212331, 0.12677, 0.292574, 1
100_0212_0066.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0387481, -0.123545, 0.66105, -0.0557652, -0.0258653, 0.0110161
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.113621, -0.0209055, 0.0357532, -0.00179594, 0.39976, 0.00752403
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0143301, 0.0140114, -0.015643, 0.370138, 0.0101545, -0.0194643
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0222364, 0.0326428, -0.21648, 0.0265485, 0.0227945, -0.00586439
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0193525, -0.00710741, 0.0804647, -0.0119719, -0.0196317, 0.00440456
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0163625, 0.0028271, -0.0491025, 0.00766232, 0.0163608, -0.00382996
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00691001, -0.0341754, -0.0373445, 0.131312, 0.00488466, 0.00346175
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0151315, 0.034091, -0.0568827, 0.0138893, 0.12665, -0.00773528
0.0387481, -0.113621, -0.0143301, -0.0222364, 0.0193525, -0.0163625, 0.00691001, 0.0151315, 1, 0.0181425, 0.00920321, 0.0729624, -0.534574, 0.0378292
-0.123545, -0.0209055, 0.0140114, 0.0326428, -0.00710741, 0.0028271, -0.0341754, 0.034091, 0.0181425, 1, -0.0906349, 0.541586, 0.0548369, -0.0333256
0.66105, 0.0357532, -0.015643, -0.21648, 0.0804647, -0.0491025, -0.0373445, -0.0568827, 0.00920321, -0.0906349, 1, -0.140214, 0.0589814, 0.0144972
-0.0557652, -0.00179594, 0.370138, 0.0265485, -0.0119719, 0.00766232, 0.131312, 0.0138893, 0.0729624, 0.541586, -0.140214, 1, 0.0348309, 0.104723
-0.0258653, 0.39976, 0.0101545, 0.0227945, -0.0196317, 0.0163608, 0.00488466, 0.12665, -0.534574, 0.0548369, 0.0589814, 0.0348309, 1, 0.336455
0.0110161, 0.00752403, -0.0194643, -0.00586439, 0.00440456, -0.00382996, 0.00346175, -0.00773528, 0.0378292, -0.0333256, 0.0144972, 0.104723, 0.336455, 1
100_0220_0001.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0348215, -0.108499, 0.653516, -0.0323105, -0.0164839, 0.00775984
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.100391, -0.0182766, 0.0341609, 0.000373667, 0.344829, 0.0117702
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0123976, 0.0126926, -0.0113273, 0.309073, 0.00590863, -0.0118726
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0201468, 0.0279731, -0.213946, 0.0192034, 0.0195265, -0.00130926
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0173839, -0.00555522, 0.078627, -0.00969388, -0.0172921, 0.000212695
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0147333, 0.00173254, -0.0472199, 0.00633549, 0.0144223, -0.000162033
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00571297, -0.0302496, -0.0401439, 0.106227, 0.00690258, 0.00727414
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0141118, 0.0297699, -0.0531526, 0.00649308, 0.105109, -0.00198134
0.0348215, -0.100391, -0.0123976, -0.0201468, 0.0173839, -0.0147333, 0.00571297, 0.0141118, 1, 0.0125135, 0.00933463, 0.0788271, -0.509435, 0.0390671
-0.108499, -0.0182766, 0.0126926, 0.0279731, -0.00555522, 0.00173254, -0.0302496, 0.0297699, 0.0125135, 1, -0.0754148, 0.511499, 0.0637869, -0.00918577
0.653516, 0.0341609, -0.0113273, -0.213946, 0.078627, -0.0472199, -0.0401439, -0.0531526, 0.00933463, -0.0754148, 1, -0.0766542, 0.0492101, 0.0122182
-0.0323105, 0.000373667, 0.309073, 0.0192034, -0.00969388, 0.00633549, 0.106227, 0.00649308, 0.0788271, 0.511499, -0.0766542, 1, 0.00225048, 0.0877622
-0.0164839, 0.344829, 0.00590863, 0.0195265, -0.0172921, 0.0144223, 0.00690258, 0.105109, -0.509435, 0.0637869, 0.0492101, 0.00225048, 1, 0.288848
0.00775984, 0.0117702, -0.0118726, -0.00130926, 0.000212695, -0.000162033, 0.00727414, -0.00198134, 0.0390671, -0.00918577, 0.0122182, 0.0877622, 0.288848, 1
100_0220_0002.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0337036, -0.105966, 0.659715, -0.0232413, -0.0157295, 0.00868459
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.0976999, -0.0178307, 0.034304, 0.000389191, 0.333998, 0.012945
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0122249, 0.0119769, -0.0138148, 0.297667, 0.00514072, -0.012105
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0196774, 0.027338, -0.218411, 0.0154276, 0.018879, -0.00251022
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.017105, -0.0054748, 0.0820703, -0.00803954, -0.0166182, 0.000654013
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0145079, 0.00182865, -0.0503188, 0.00528557, 0.0137252, -0.000107596
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00585863, -0.0284662, -0.0391556, 0.101789, 0.00689897, 0.00820058
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0136334, 0.029381, -0.0539669, 0.00406996, 0.101222, -0.0027171
0.0337036, -0.0976999, -0.0122249, -0.0196774, 0.017105, -0.0145079, 0.00585863, 0.0136334, 1, 0.0114665, 0.0110201, 0.0845824, -0.499135, 0.0366304
-0.105966, -0.0178307, 0.0119769, 0.027338, -0.0054748, 0.00182865, -0.0284662, 0.029381, 0.0114665, 1, -0.0712181, 0.4966, 0.0672435, -0.0211342
0.659715, 0.034304, -0.0138148, -0.218411, 0.0820703, -0.0503188, -0.0391556, -0.0539669, 0.0110201, -0.0712181, 1, -0.0644003, 0.0495625, 0.0188417
-0.0232413, 0.000389191, 0.297667, 0.0154276, -0.00803954, 0.00528557, 0.101789, 0.00406996, 0.0845824, 0.4966, -0.0644003, 1, -0.0127842, 0.0672916
-0.0157295, 0.333998, 0.00514072, 0.018879, -0.0166182, 0.0137252, 0.00689897, 0.101222, -0.499135, 0.0672435, 0.0495625, -0.0127842, 1, 0.276402
0.00868459, 0.012945, -0.012105, -0.00251022, 0.000654013, -0.000107596, 0.00820058, -0.0027171, 0.0366304, -0.0211342, 0.0188417, 0.0672916, 0.276402, 1
100_0220_0003.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0341814, -0.107638, 0.646003, -0.0111812, -0.0132922, 0.00676293
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.0995347, -0.0183895, 0.0327774, 0.000379274, 0.317071, 0.00171992
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0117136, 0.011752, -0.0159278, 0.280018, 0.00291971, -0.0132159
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0199221, 0.0287661, -0.214722, 0.0133857, 0.0174905, -0.000355865
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0172279, -0.00680468, 0.0807278, -0.00923266, -0.0158768, -0.00122746
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0145171, 0.00334162, -0.0490728, 0.00730483, 0.0133256, 0.00133476
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00625018, -0.0295475, -0.0316194, 0.0931871, 0.00766048, 0.00643975
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0133475, 0.0305238, -0.0551787, 0.00204375, 0.0948959, -0.00867458
0.0341814, -0.0995347, -0.0117136, -0.0199221, 0.0172279, -0.0145171, 0.00625018, 0.0133475, 1, 0.0158015, 0.00501764, 0.0851925, -0.447976, 0.0474291
-0.107638, -0.0183895, 0.011752, 0.0287661, -0.00680468, 0.00334162, -0.0295475, 0.0305238, 0.0158015, 1, -0.0876408, 0.436231, 0.065283, -0.0240557
0.646003, 0.0327774, -0.0159278, -0.214722, 0.0807278, -0.0490728, -0.0316194, -0.0551787, 0.00501764, -0.0876408, 1, -0.101862, 0.0533798, 0.0195061
-0.0111812, 0.000379274, 0.280018, 0.0133857, -0.00923266, 0.00730483, 0.0931871, 0.00204375, 0.0851925, 0.436231, -0.101862, 1, -0.01911, 0.0494089
-0.0132922, 0.317071, 0.00291971, 0.0174905, -0.0158768, 0.0133256, 0.00766048, 0.0948959, -0.447976, 0.065283, 0.0533798, -0.01911, 1, 0.300477
0.00676293, 0.00171992, -0.0132159, -0.000355865, -0.00122746, 0.00133476, 0.00643975, -0.00867458, 0.0474291, -0.0240557, 0.0195061, 0.0494089, 0.300477, 1
100_0220_0004.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0344989, -0.108664, 0.638216, 6.28764e-05, -0.010862, 0.00581192
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.100856, -0.0184928, 0.0346552, 0.00310703, 0.301252, 0.00669973
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0124601, 0.0126108, -0.0123538, 0.26013, 0.00221368, -0.00590194
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0200733, 0.0286242, -0.209907, 0.00605106, 0.017234, -8.00301e-05
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0173319, -0.00622557, 0.0777755, -0.00481999, -0.0157793, -0.0015994
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0146515, 0.0024558, -0.0469512, 0.00371583, 0.0132157, 0.00181799
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00662767, -0.0294282, -0.0353308, 0.0844823, 0.00834466, 0.00728427
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0142931, 0.0303049, -0.0520855, -0.000809885, 0.0885302, -0.00305605
0.0344989, -0.100856, -0.0124601, -0.0200733, 0.0173319, -0.0146515, 0.00662767, 0.0142931, 1, 0.0141781, 0.0152496, 0.0610516, -0.415001, 0.0413557
-0.108664, -0.0184928, 0.0126108, 0.0286242, -0.00622557, 0.0024558, -0.0294282, 0.0303049, 0.0141781, 1, -0.072081, 0.385168, 0.0516357, -0.00975478
0.638216, 0.0346552, -0.0123538, -0.209907, 0.0777755, -0.0469512, -0.0353308, -0.0520855, 0.0152496, -0.072081, 1, -0.0397877, 0.0427908, 0.0212276
6.28764e-05, 0.00310703, 0.26013, 0.00605106, -0.00481999, 0.00371583, 0.0844823, -0.000809885, 0.0610516, 0.385168, -0.0397877, 1, -0.0142339, 0.0713147
-0.010862, 0.301252, 0.00221368, 0.017234, -0.0157793, 0.0132157, 0.00834466, 0.0885302, -0.415001, 0.0516357, 0.0427908, -0.0142339, 1, 0.198898
0.00581192, 0.00669973, -0.00590194, -8.00301e-05, -0.0015994, 0.00181799, 0.00728427, -0.00305605, 0.0413557, -0.00975478, 0.0212276, 0.0713147, 0.198898, 1
100_0220_0005.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.033939, -0.106853, 0.637603, 0.0077704, -0.00893558, 0.00615959
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.0992147, -0.0181271, 0.0339238, 0.00626506, 0.290447, 0.00727055
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0119977, 0.0126368, -0.0116143, 0.246827, 0.00147241, -0.0064092
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0196967, 0.0279195, -0.211327, 0.00170958, 0.0168221, 0.000595702
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0169799, -0.00588816, 0.0789239, -0.00227633, -0.0159142, -0.00270759
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0142924, 0.00226254, -0.0479489, 0.00176148, 0.0134838, 0.00309954
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00657549, -0.0290283, -0.0344391, 0.0780126, 0.00925396, 0.00504616
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0140383, 0.0292896, -0.0526831, -0.00412128, 0.0841003, -0.00265786
0.033939, -0.0992147, -0.0119977, -0.0196967, 0.0169799, -0.0142924, 0.00657549, 0.0140383, 1, 0.0140604, 0.0226512, 0.0413572, -0.396281, 0.0314324
-0.106853, -0.0181271, 0.0126368, 0.0279195, -0.00588816, 0.00226254, -0.0290283, 0.0292896, 0.0140604, 1, -0.0721475, 0.369456, 0.0462495, -0.0147335
0.637603, 0.0339238, -0.0116143, -0.211327, 0.0789239, -0.0479489, -0.0344391, -0.0526831, 0.0226512, -0.0721475, 1, -0.0187801, 0.0381395, 0.00930634
0.0077704, 0.00626506, 0.246827, 0.00170958, -0.00227633, 0.00176148, 0.0780126, -0.00412128, 0.0413572, 0.369456, -0.0187801, 1, -0.0101834, 0.0641984
-0.00893558, 0.290447, 0.00147241, 0.0168221, -0.0159142, 0.0134838, 0.00925396, 0.0841003, -0.396281, 0.0462495, 0.0381395, -0.0101834, 1, 0.123259
0.00615959, 0.00727055, -0.0064092, 0.000595702, -0.00270759, 0.00309954, 0.00504616, -0.00265786, 0.0314324, -0.0147335, 0.00930634, 0.0641984, 0.123259, 1
100_0220_0006.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0333981, -0.105403, 0.638825, 0.0111984, -0.00675048, 0.0055795
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.0967979, -0.0178869, 0.0348136, 0.0067374, 0.285988, 0.00890805
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0116927, 0.011533, -0.0135731, 0.237367, 0.000846354, -0.0092968
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.019093, 0.0270371, -0.21181, -0.0011649, 0.0154649, -0.00153523
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0163051, -0.00515511, 0.0795034, -0.0001163, -0.0149156, -0.000465157
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0135686, 0.00147334, -0.0487282, -0.000195258, 0.0125145, 0.000938101
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00607007, -0.027761, -0.0332721, 0.075091, 0.00980194, 0.00131963
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0136778, 0.0288777, -0.0531264, -0.00683992, 0.0818155, -0.00358674
0.0333981, -0.0967979, -0.0116927, -0.019093, 0.0163051, -0.0135686, 0.00607007, 0.0136778, 1, 0.0144189, 0.0214435, 0.0400831, -0.3876, 0.0202453
-0.105403, -0.0178869, 0.011533, 0.0270371, -0.00515511, 0.00147334, -0.027761, 0.0288777, 0.0144189, 1, -0.0767957, 0.355522, 0.0399454, -0.0210984
0.638825, 0.0348136, -0.0135731, -0.21181, 0.0795034, -0.0487282, -0.0332721, -0.0531264, 0.0214435, -0.0767957, 1, -0.0164763, 0.0353982, 0.0113126
0.0111984, 0.0067374, 0.237367, -0.0011649, -0.0001163, -0.000195258, 0.075091, -0.00683992, 0.0400831, 0.355522, -0.0164763, 1, -0.0216846, 0.0537865
-0.00675048, 0.285988, 0.000846354, 0.0154649, -0.0149156, 0.0125145, 0.00980194, 0.0818155, -0.3876, 0.0399454, 0.0353982, -0.0216846, 1, 0.051089
0.0055795, 0.00890805, -0.0092968, -0.00153523, -0.000465157, 0.000938101, 0.00131963, -0.00358674, 0.0202453, -0.0210984, 0.0113126, 0.0537865, 0.051089, 1
