100_0154_0001.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
100_0220_0007.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0321113, -0.10074, 0.618388, 0.01058, -0.00494624, 0.00535424
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.0935432, -0.0166261, 0.0335923, 0.00608551, 0.282937, 0.00707929
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0108742, 0.0114395, -0.0134907, 0.229344, -0.000716999, -0.00587723
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0191574, 0.0268222, -0.204424, -0.00366056, 0.0153289, -0.00442182
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.016756, -0.00632905, 0.0754593, 0.00206977, -0.0158319, 0.00286703
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.014406, 0.00307991, -0.0448359, -0.00188797, 0.0140894, -0.00243252
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00553337, -0.0262066, -0.0313629, 0.0702976, 0.0101811, -0.000244053
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0124235, 0.0279516, -0.050436, -0.00617394, 0.0795125, -0.00394043
0.0321113, -0.0935432, -0.0108742, -0.0191574, 0.016756, -0.014406, 0.00553337, 0.0124235, 1, 0.0139879, 0.0151661, 0.044794, -0.399354, 0.0213212
-0.10074, -0.0166261, 0.0114395, 0.0268222, -0.00632905, 0.00307991, -0.0262066, 0.0279516, 0.0139879, 1, -0.0737518, 0.363594, 0.0436438, -0.0161142
0.618388, 0.0335923, -0.0134907, -0.204424, 0.0754593, -0.0448359, -0.0313629, -0.050436, 0.0151661, -0.0737518, 1, -0.0335784, 0.0220822, 0.0120994
0.01058, 0.00608551, 0.229344, -0.00366056, 0.00206977, -0.00188797, 0.0702976, -0.00617394, 0.044794, 0.363594, -0.0335784, 1, -0.0226902, 0.0468782
-0.00494624, 0.282937, -0.000716999, 0.0153289, -0.0158319, 0.0140894, 0.0101811, 0.0795125, -0.399354, 0.0436438, 0.0220822, -0.0226902, 1, 0.0320337
0.00535424, 0.00707929, -0.00587723, -0.00442182, 0.00286703, -0.00243252, -0.000244053, -0.00394043, 0.0213212, -0.0161142, 0.0120994, 0.0468782, 0.0320337, 1
100_0220_0008.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0322044, -0.101607, 0.620972, 0.00804563, -0.00316909, 0.00425647
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.0939512, -0.0172682, 0.033654, 0.00613769, 0.281701, 0.00353242
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0111894, 0.0119843, -0.0150798, 0.226099, -0.00123974, -0.00569341
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0188144, 0.0266028, -0.205017, -0.00531036, 0.0142521, -0.00245837
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0162585, -0.00557589, 0.0765339, 0.00460216, -0.0150822, 0.00111842
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0137795, 0.00208811, -0.0467569, -0.00461468, 0.0133554, -0.000714275
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00597625, -0.0271111, -0.031361, 0.0694953, 0.00960063, -0.00139142
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0132243, 0.0275944, -0.0517407, -0.00569713, 0.0770903, -0.00435384
0.0322044, -0.0939512, -0.0111894, -0.0188144, 0.0162585, -0.0137795, 0.00597625, 0.0132243, 1, 0.0127815, 0.00786559, 0.0330337, -0.385963, 0.0243972
-0.101607, -0.0172682, 0.0119843, 0.0266028, -0.00557589, 0.00208811, -0.0271111, 0.0275944, 0.0127815, 1, -0.0731634, 0.351068, 0.0405854, -0.0219772
0.620972, 0.033654, -0.0150798, -0.205017, 0.0765339, -0.0467569, -0.031361, -0.0517407, 0.00786559, -0.0731634, 1, -0.0517757, 0.0335301, -0.00330319
0.00804563, 0.00613769, 0.226099, -0.00531036, 0.00460216, -0.00461468, 0.0694953, -0.00569713, 0.0330337, 0.351068, -0.0517757, 1, -0.00477276, 0.0208999
-0.00316909, 0.281701, -0.00123974, 0.0142521, -0.0150822, 0.0133554, 0.00960063, 0.0770903, -0.385963, 0.0405854, 0.0335301, -0.00477276, 1, 0.0531272
0.00425647, 0.00353242, -0.00569341, -0.00245837, 0.00111842, -0.000714275, -0.00139142, -0.00435384, 0.0243972, -0.0219772, -0.00330319, 0.0208999, 0.0531272, 1
100_0220_0009.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0337371, -0.106903, 0.615624, 0.00492728, -0.00181298, 0.00389655
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.0986925, -0.0180328, 0.0326187, 0.00461318, 0.288372, 0.00543593
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0120518, 0.0128154, -0.0122191, 0.229301, -0.000838917, -0.00560933
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0194099, 0.0279955, -0.203381, -0.00419736, 0.0143012, -0.000367985
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0166583, -0.00603394, 0.0753229, 0.00414183, -0.015468, -0.00132341
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0139763, 0.00244431, -0.0452563, -0.00426681, 0.0136629, 0.00215665
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00640546, -0.0280835, -0.0331255, 0.0713096, 0.00831577, -0.00135268
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0135494, 0.0295981, -0.052934, -0.00448649, 0.077625, -0.00441749
0.0337371, -0.0986925, -0.0120518, -0.0194099, 0.0166583, -0.0139763, 0.00640546, 0.0135494, 1, 0.0147352, 0.0138086, 0.0320549, -0.363369, 0.0124141
-0.106903, -0.0180328, 0.0128154, 0.0279955, -0.00603394, 0.00244431, -0.0280835, 0.0295981, 0.0147352, 1, -0.0718865, 0.320343, 0.0334244, -0.0270762
0.615624, 0.0326187, -0.0122191, -0.203381, 0.0753229, -0.0452563, -0.0331255, -0.052934, 0.0138086, -0.0718865, 1, -0.00233613, 0.0402701, 5.73791e-05
0.00492728, 0.00461318, 0.229301, -0.00419736, 0.00414183, -0.00426681, 0.0713096, -0.00448649, 0.0320549, 0.320343, -0.00233613, 1, -0.00492467, 0.0159495
-0.00181298, 0.288372, -0.000838917, 0.0143012, -0.015468, 0.0136629, 0.00831577, 0.077625, -0.363369, 0.0334244, 0.0402701, -0.00492467, 1, -0.0248784
0.00389655, 0.00543593, -0.00560933, -0.000367985, -0.00132341, 0.00215665, -0.00135268, -0.00441749, 0.0124141, -0.0270762, 5.73791e-05, 0.0159495, -0.0248784, 1
100_0220_0010.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0341486, -0.108315, 0.631429, 0.00222699, -0.000709039, 0.00309754
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.0993464, -0.0181431, 0.0358982, 0.00522228, 0.29171, 0.00742172
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0123353, 0.0120361, -0.0132599, 0.230086, -0.000664002, -0.00595851
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0197888, 0.0286958, -0.208228, -0.00470859, 0.0146919, -0.000552838
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0170337, -0.00634493, 0.0771503, 0.00528166, -0.0160537, -5.42161e-05
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0143719, 0.00256338, -0.0464792, -0.00543284, 0.0143697, 0.000317936
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00550346, -0.0299898, -0.0352232, 0.0695136, 0.00779374, -0.00401485
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0139841, 0.02982, -0.0514262, -0.00252574, 0.0763928, -0.00356269
0.0341486, -0.0993464, -0.0123353, -0.0197888, 0.0170337, -0.0143719, 0.00550346, 0.0139841, 1, 0.0162336, 0.0194617, 0.0351696, -0.354101, 0.00393318
-0.108315, -0.0181431, 0.0120361, 0.0286958, -0.00634493, 0.00256338, -0.0299898, 0.02982, 0.0162336, 1, -0.0777857, 0.320788, 0.0325535, -0.0306168
0.631429, 0.0358982, -0.0132599, -0.208228, 0.0771503, -0.0464792, -0.0352232, -0.0514262, 0.0194617, -0.0777857, 1, -0.00419317, 0.0328829, -0.00868394
0.00222699, 0.00522228, 0.230086, -0.00470859, 0.00528166, -0.00543284, 0.0695136, -0.00252574, 0.0351696, 0.320788, -0.00419317, 1, -0.00570416, 0.0340294
-0.000709039, 0.29171, -0.000664002, 0.0146919, -0.0160537, 0.0143697, 0.00779374, 0.0763928, -0.354101, 0.0325535, 0.0328829, -0.00570416, 1, 0.0106347
0.00309754, 0.00742172, -0.00595851, -0.000552838, -5.42161e-05, 0.000317936, -0.00401485, -0.00356269, 0.00393318, -0.0306168, -0.00868394, 0.0340294, 0.0106347, 1
100_0220_0011.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0339066, -0.107118, 0.631053, -0.000995106, 0.000322092, 0.00300111
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.0988428, -0.0178223, 0.0364502, 0.0069703, 0.292971, 0.00776704
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0119265, 0.0118249, -0.0122385, 0.230783, 1.60445e-05, -0.00526137
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0202986, 0.0281706, -0.208601, -0.0032878, 0.014656, -0.00127469
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.01769, -0.00582152, 0.0776001, 0.00446574, -0.0165215, 0.000529711
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0151041, 0.00193986, -0.0468395, -0.00491527, 0.0151443, 2.66737e-05
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00654076, -0.0294095, -0.0357483, 0.0677714, 0.00661396, -0.00596104
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0134397, 0.029449, -0.051336, -0.00288728, 0.0753425, -0.00420642
0.0339066, -0.0988428, -0.0119265, -0.0202986, 0.01769, -0.0151041, 0.00654076, 0.0134397, 1, 0.015245, 0.0234119, 0.0244473, -0.354865, 0.0031144
-0.107118, -0.0178223, 0.0118249, 0.0281706, -0.00582152, 0.00193986, -0.0294095, 0.029449, 0.015245, 1, -0.0691243, 0.333387, 0.0333079, -0.0238494
0.631053, 0.0364502, -0.0122385, -0.208601, 0.0776001, -0.0468395, -0.0357483, -0.051336, 0.0234119, -0.0691243, 1, 0.0162596, 0.0264411, 0.0103003
-0.000995106, 0.0069703, 0.230783, -0.0032878, 0.00446574, -0.00491527, 0.0677714, -0.00288728, 0.0244473, 0.333387, 0.0162596, 1, -0.0194563, 0.0372345
0.000322092, 0.292971, 1.60445e-05, 0.014656, -0.0165215, 0.0151443, 0.00661396, 0.0753425, -0.354865, 0.0333079, 0.0264411, -0.0194563, 1, -0.00970462
0.00300111, 0.00776704, -0.00526137, -0.00127469, 0.000529711, 2.66737e-05, -0.00596104, -0.00420642, 0.0031144, -0.0238494, 0.0103003, 0.0372345, -0.00970462, 1
100_0220_0012.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0342024, -0.108227, 0.638597, -0.00458801, 0.00127475, 0.00289209
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.0997689, -0.0180663, 0.0347168, 0.00618733, 0.298174, 0.00498739
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0121985, 0.0120112, -0.0134213, 0.237264, 0.000201184, -0.00364583
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0202064, 0.0279944, -0.210034, -0.00239047, 0.0132359, -0.00305041
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0175581, -0.00563675, 0.0773319, 0.00357923, -0.0153438, 0.00221769
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0149492, 0.00189867, -0.0463092, -0.00391381, 0.014105, -0.0015196
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00605489, -0.0285745, -0.0358873, 0.0718065, 0.00626082, -0.00358968
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0136314, 0.0298018, -0.0542592, -0.00184495, 0.0748105, -0.00432986
0.0342024, -0.0997689, -0.0121985, -0.0202064, 0.0175581, -0.0149492, 0.00605489, 0.0136314, 1, 0.0141187, 0.0199851, 0.0256085, -0.351683, 0.0103273
-0.108227, -0.0180663, 0.0120112, 0.0279944, -0.00563675, 0.00189867, -0.0285745, 0.0298018, 0.0141187, 1, -0.0699186, 0.32723, 0.0396562, -0.0163574
0.638597, 0.0347168, -0.0134213, -0.210034, 0.0773319, -0.0463092, -0.0358873, -0.0542592, 0.0199851, -0.0699186, 1, -0.0031984, 0.0344503, -0.00656595
-0.00458801, 0.00618733, 0.237264, -0.00239047, 0.00357923, -0.00391381, 0.0718065, -0.00184495, 0.0256085, 0.32723, -0.0031984, 1, -0.034205, 0.0049835
0.00127475, 0.298174, 0.000201184, 0.0132359, -0.0153438, 0.014105, 0.00626082, 0.0748105, -0.351683, 0.0396562, 0.0344503, -0.034205, 1, -0.00154523
0.00289209, 0.00498739, -0.00364583, -0.00305041, 0.00221769, -0.0015196, -0.00358968, -0.00432986, 0.0103273, -0.0163574, -0.00656595, 0.0049835, -0.00154523, 1
100_0220_0013.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0339817, -0.107267, 0.643802, -0.00761252, 0.002313, 0.00278452
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.0991382, -0.0191385, 0.0336394, 0.00527682, 0.29545, 0.00131118
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0115822, 0.011425, -0.0125703, 0.23608, -0.000126696, -0.00238186
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0198982, 0.0279944, -0.213068, 0.00107414, 0.0104032, -0.00194898
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0171774, -0.00579769, 0.0796782, 0.000233933, -0.012531, 0.000346253
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0145273, 0.00214966, -0.0487143, -0.000759631, 0.0114231, 0.0010796
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00715706, -0.0299155, -0.0346921, 0.0706999, 0.00413332, -0.00514657
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0135087, 0.0294574, -0.054314, -0.00090527, 0.0722952, -0.00478783
0.0339817, -0.0991382, -0.0115822, -0.0198982, 0.0171774, -0.0145273, 0.00715706, 0.0135087, 1, 0.0138616, 0.0264745, 0.0277613, -0.348894, 0.00937861
-0.107267, -0.0191385, 0.011425, 0.0279944, -0.00579769, 0.00214966, -0.0299155, 0.0294574, 0.0138616, 1, -0.0724805, 0.3353, 0.0402384, -0.000683023
0.643802, 0.0336394, -0.0125703, -0.213068, 0.0796782, -0.0487143, -0.0346921, -0.054314, 0.0264745, -0.0724805, 1, -0.00671281, 0.00692074, -0.00953675
-0.00761252, 0.00527682, 0.23608, 0.00107414, 0.000233933, -0.000759631, 0.0706999, -0.00090527, 0.0277613, 0.3353, -0.00671281, 1, -0.0335395, -0.000574273
0.002313, 0.29545, -0.000126696, 0.0104032, -0.012531, 0.0114231, 0.00413332, 0.0722952, -0.348894, 0.0402384, 0.00692074, -0.0335395, 1, 0.0339579
0.00278452, 0.00131118, -0.00238186, -0.00194898, 0.000346253, 0.0010796, -0.00514657, -0.00478783, 0.00937861, -0.000683023, -0.00953675, -0.000574273, 0.0339579, 1
100_0220_0014.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0337516, -0.106056, 0.63665, -0.0093652, 0.00263983, 0.00254683
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.0979843, -0.0176978, 0.0322175, 0.00679371, 0.292061, 0.0074078
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0115973, 0.0120671, -0.0131771, 0.237258, -0.000119969, -0.00340502
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0195234, 0.0277547, -0.210942, 0.00339375, 0.00960212, -0.00370702
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0166544, -0.00577367, 0.079237, -0.00228362, -0.0118688, 0.00264442
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0138013, 0.00214857, -0.0485826, 0.00193326, 0.010668, -0.00186147
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.005908, -0.0283774, -0.0365443, 0.0712794, 0.0058894, -0.00496785
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0135132, 0.0288846, -0.0530475, 0.00094256, 0.0694586, -0.0042269
0.0337516, -0.0979843, -0.0115973, -0.0195234, 0.0166544, -0.0138013, 0.005908, 0.0135132, 1, 0.0132612, 0.0281667, 0.033262, -0.351658, -0.00389896
-0.106056, -0.0176978, 0.0120671, 0.0277547, -0.00577367, 0.00214857, -0.0283774, 0.0288846, 0.0132612, 1, -0.0610836, 0.342014, 0.0355859, -1.91131e-06
0.63665, 0.0322175, -0.0131771, -0.210942, 0.079237, -0.0485826, -0.0365443, -0.0530475, 0.0281667, -0.0610836, 1, 0.032343, 0.00702251, -0.00852451
-0.0093652, 0.00679371, 0.237258, 0.00339375, -0.00228362, 0.00193326, 0.0712794, 0.00094256, 0.033262, 0.342014, 0.032343, 1, -0.0391643, -0.0199074
0.00263983, 0.292061, -0.000119969, 0.00960212, -0.0118688, 0.010668, 0.0058894, 0.0694586, -0.351658, 0.0355859, 0.00702251, -0.0391643, 1, -0.0698372
0.00254683, 0.0074078, -0.00340502, -0.00370702, 0.00264442, -0.00186147, -0.00496785, -0.0042269, -0.00389896, -1.91131e-06, -0.00852451, -0.0199074, -0.0698372, 1
100_0220_0015.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0326093, -0.102538, 0.626454, -0.0113164, 0.00349543, 0.00172908
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.0951102, -0.0167967, 0.0322923, 0.00681131, 0.292784, 0.00122431
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.011518, 0.0111844, -0.0126075, 0.237382, -0.00156614, -0.00502541
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0190815, 0.0266121, -0.206699, 0.00594662, 0.00907768, -0.00107754
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0163934, -0.00552992, 0.076167, -0.00519816, -0.0116272, 0.000283459
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0138131, 0.00213659, -0.0453857, 0.00518597, 0.0108062, -0.000172572
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00562121, -0.0273559, -0.032816, 0.0703892, 0.00538818, -0.00362476
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0132101, 0.0292187, -0.0514722, 0.00373225, 0.0683985, -0.00386287
0.0326093, -0.0951102, -0.011518, -0.0190815, 0.0163934, -0.0138131, 0.00562121, 0.0132101, 1, 0.0142906, 0.0233266, 0.0374813, -0.371073, -0.00198989
-0.102538, -0.0167967, 0.0111844, 0.0266121, -0.00552992, 0.00213659, -0.0273559, 0.0292187, 0.0142906, 1, -0.0732746, 0.361373, 0.0261654, -0.00948914
0.626454, 0.0322923, -0.0126075, -0.206699, 0.076167, -0.0453857, -0.032816, -0.0514722, 0.0233266, -0.0732746, 1, -0.00797666, 0.00187707, 0.015421
-0.0113164, 0.00681131, 0.237382, 0.00594662, -0.00519816, 0.00518597, 0.0703892, 0.00373225, 0.0374813, 0.361373, -0.00797666, 1, -0.033758, 0.0198023
0.00349543, 0.292784, -0.00156614, 0.00907768, -0.0116272, 0.0108062, 0.00538818, 0.0683985, -0.371073, 0.0261654, 0.00187707, -0.033758, 1, -0.0143583
0.00172908, 0.00122431, -0.00502541, -0.00107754, 0.000283459, -0.000172572, -0.00362476, -0.00386287, -0.00198989, -0.00948914, 0.015421, 0.0198023, -0.0143583, 1
100_0220_0016.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.031738, -0.0997863, 0.625617, -0.0114724, 0.00390025, 0.00111237
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.0923944, -0.0166345, 0.0340914, 0.00747348, 0.289001, 0.0032857
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0108165, 0.0112662, -0.0114904, 0.23269, -0.00188846, -0.00295839
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0187154, 0.0263478, -0.208937, 0.0057118, 0.00856169, 0.000934637
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0162589, -0.00553765, 0.0797819, -0.00465131, -0.011238, -0.0018975
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0138546, 0.00189818, -0.0498041, 0.00442388, 0.01055, 0.00214613
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00565037, -0.0266071, -0.0360064, 0.0676105, 0.00548124, -0.00105156
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.013034, 0.0274875, -0.050453, 0.00313411, 0.0659949, -0.000357144
0.031738, -0.0923944, -0.0108165, -0.0187154, 0.0162589, -0.0138546, 0.00565037, 0.013034, 1, 0.0135472, 0.0175811, 0.037593, -0.375785, -0.00736006
-0.0997863, -0.0166345, 0.0112662, 0.0263478, -0.00553765, 0.00189818, -0.0266071, 0.0274875, 0.0135472, 1, -0.0661658, 0.377899, 0.0259804, -0.0221763
