x,y,z,sx,sy,sz
650758.10,434594.90,129.83,0.0370,0.0428,0.1502
650730.82,434601.58,128.89,0.0941,0.0638,0.1758
650727.85,434549.18,126.77,0.1118,0.0655,0.2057
650745.04,434608.78,128.42,0.2430,0.3144,0.6993
650769.37,434564.23,128.63,0.0869,0.0823,0.2529
650835.74,434585.66,126.26,0.3565,0.1262,0.6576
650805.18,434510.12,106.79,0.0401,0.0396,0.0935
650767.65,434543.96,126.99,0.0470,0.1210,0.3129
650716.73,434598.25,128.55,0.2547,0.1209,0.3711
650899.91,434618.19,128.23,0.4497,0.1261,0.7099
650816.33,434527.50,107.09,0.0856,0.0697,0.1968
650778.49,434518.48,107.23,0.0410,0.0357,0.0742
650707.24,434563.67,129.95,0.3381,0.0893,0.4159
650806.68,434521.92,106.52,0.0249,0.0226,0.0448
650778.70,434524.62,107.12,0.0250,0.0221,0.0411
650718.19,434611.77,128.66,0.4183,0.2984,0.6280
650785.74,434517.05,106.93,0.0245,0.0220,0.0390
650815.10,434506.33,107.08,0.0254,0.0237,0.0470
650749.15,434561.13,127.66,0.0929,0.0689,0.3019
650785.96,434543.16,106.79,0.0360,0.0326,0.0716
650776.65,434510.55,106.83,0.0496,0.0414,0.1033
650793.91,434548.60,106.73,0.0406,0.0401,0.0925
650735.08,434570.89,127.05,0.2835,0.0928,0.6237
650719.28,434554.40,127.56,0.1063,0.0543,0.1599
650910.10,434591.79,129.02,0.4787,0.1801,0.6270
650796.97,434536.99,106.95,0.1295,0.1028,0.3488
650815.64,434534.52,107.15,0.0287,0.0264,0.0522
650453.47,432098.66,131.26,0.1332,0.0301,0.1597
650783.18,434619.61,127.08,0.7955,0.1822,0.9529
650772.55,434583.30,128.83,0.0502,0.0537,0.1719
650809.01,434543.26,106.55,0.0236,0.0213,0.0393
650746.99,434552.34,128.60,0.1256,0.0700,0.2157
650778.77,434544.69,107.15,0.0251,0.0238,0.0588
650815.80,434522.54,107.15,0.0283,0.0248,0.0532
650761.17,434546.88,127.75,0.0373,0.0441,0.1323
650709.14,434574.83,128.60,0.1415,0.0550,0.1815
650714.05,434570.25,128.43,0.1785,0.0648,0.2493
650741.25,434552.37,127.01,0.0946,0.0632,0.2274
650716.28,434577.71,128.43,0.2645,0.1112,0.3859
650755.49,434561.12,127.62,0.0932,0.0789,0.3163
650734.23,434576.27,128.98,0.1868,0.1080,0.3781
650772.58,434565.75,126.86,0.1087,0.0949,0.3203
650800.18,434583.72,107.17,0.1340,0.1233,0.6231
650831.14,434611.50,107.13,0.0426,0.0329,0.1136
650754.67,434593.59,130.67,0.1382,0.0538,0.2152
650812.37,434565.89,107.35,0.1335,0.0785,0.2851
650796.10,434570.20,106.46,0.0634,0.0573,0.1545
650788.01,434558.20,106.67,0.0278,0.0256,0.0574
650838.91,434644.09,106.48,0.0436,0.0870,0.2488
650781.30,434613.59,127.35,0.6807,0.1189,0.7892
650776.16,434594.14,127.87,0.0726,0.0435,0.1505
650857.24,434590.68,129.07,0.2579,0.0992,0.4137
650470.56,432127.45,132.10,0.0967,0.0589,0.1517
650457.43,432106.75,130.66,0.4465,0.1057,0.5792
650779.86,434613.37,127.76,0.1551,0.0881,0.2448
650828.38,434601.88,107.59,0.0634,0.0667,0.2258
650842.74,434563.20,107.24,0.1127,0.1115,0.3315
650850.58,434602.55,126.92,0.3992,0.1419,0.7902
650875.06,434598.80,129.01,0.1308,0.0302,0.1573
650479.42,432108.21,129.08,0.3610,0.1215,0.7138
650560.36,432111.40,129.70,0.1228,0.0499,0.2393
650752.32,434579.49,127.21,0.1306,0.0985,0.3904
650772.35,434588.82,128.81,0.1963,0.0682,0.3833
650863.71,434566.82,129.77,0.2879,0.1653,0.4211
650874.10,434619.42,129.15,0.1459,0.0608,0.1788
650759.05,434590.19,128.77,0.0535,0.0468,0.1812
650857.94,434610.42,130.75,0.0949,0.0401,0.1495
650756.49,434617.04,128.80,0.3696,0.1560,0.5252
650785.10,434630.39,125.47,0.1617,0.2092,0.4696
650765.52,434593.69,129.89,0.0838,0.0835,0.3234
650710.65,434589.71,129.08,0.1044,0.0375,0.1283
650768.12,434600.51,129.72,0.1707,0.0503,0.2984
650773.70,434614.90,129.70,0.2906,0.1674,0.5818
650725.42,434606.70,129.43,0.1624,0.0901,0.2594
650776.64,434578.59,126.83,0.0466,0.0491,0.1943
650811.08,434549.69,106.79,0.0321,0.0300,0.0652
650762.75,434570.63,129.42,0.3843,0.2081,0.6111
650774.98,434612.67,128.43,0.0946,0.0499,0.1939
650769.93,434578.99,127.64,0.1895,0.0884,0.3561
650870.67,434592.34,130.98,0.3261,0.0688,0.4169
650848.60,434622.33,127.73,0.1149,0.0852,0.2344
650752.29,434575.77,128.87,0.1831,0.0674,0.2419
650858.20,434576.17,130.30,0.2067,0.0985,0.3328
650775.94,434587.90,129.22,0.2456,0.0924,0.5237
650742.63,434590.88,128.25,0.0625,0.0342,0.0977
650768.49,434581.04,128.87,0.0764,0.0662,0.1951
650782.72,434634.98,124.74,0.2267,0.0925,0.2766
650823.94,434556.30,107.22,0.0258,0.0243,0.0576
650785.54,434573.50,107.06,0.0338,0.0345,0.0888
650816.92,434545.88,107.26,0.0484,0.0392,0.1020
650832.20,434578.45,107.15,0.0361,0.0429,0.1115
650822.13,434604.53,107.10,0.0330,0.0293,0.0789
650825.01,434567.07,107.02,0.0387,0.0300,0.0931
650822.22,434569.51,107.08,0.0367,0.0258,0.0701
650789.18,434571.96,106.50,0.0304,0.0270,0.0583
650898.83,434557.10,128.19,0.3377,0.2025,0.5151
650888.05,434592.02,131.28,0.1412,0.0457,0.2565
650855.01,434580.01,129.44,0.1034,0.1025,0.5713
650776.21,434595.21,126.24,0.1677,0.0385,0.1904
650890.11,434577.09,128.08,0.2331,0.0927,0.4264
650811.03,434574.28,106.85,0.0624,0.0590,0.1771
650877.78,434601.80,129.54,0.1668,0.1042,0.4022
650860.74,434602.83,128.13,0.0630,0.0702,0.2760
650849.56,434611.10,127.75,0.0634,0.1430,0.4238
650870.39,434563.03,130.57,0.1021,0.1101,0.3071
650875.33,434576.08,131.17,0.2854,0.1476,0.7273
650857.49,434589.73,128.44,0.0820,0.0658,0.4147
650846.41,434607.62,127.30,0.0754,0.1488,0.5117
650832.06,434596.31,106.89,0.0401,0.0416,0.1387
650781.08,434568.68,107.12,0.0713,0.0481,0.1257
650798.29,434592.34,106.42,0.0993,0.0746,0.2479
650862.99,434562.85,130.59,0.0898,0.0833,0.2738
650863.31,434571.50,130.16,0.0998,0.0801,0.3039
650821.31,434610.27,106.97,0.0295,0.0285,0.0636
650783.49,434554.35,107.17,0.0252,0.0223,0.0397
650789.40,434574.08,106.51,0.0313,0.0277,0.0594
650792.01,434564.64,106.49,0.0560,0.0374,0.1145
650785.90,434608.10,107.22,0.0423,0.0367,0.0830
650820.95,434566.67,107.68,0.0357,0.0317,0.0755
650790.44,434613.34,107.16,0.0322,0.0318,0.0759
650815.96,434563.56,107.13,0.0241,0.0219,0.0422
650859.35,434599.22,128.27,0.1090,0.0624,0.2778
650787.47,434576.27,106.86,0.0405,0.0355,0.0813
650743.36,434624.95,130.04,0.0926,0.0370,0.2042
650716.06,434646.56,128.27,0.4477,0.1896,0.5918
650738.66,434621.81,129.52,0.2701,0.0847,0.5455
650733.73,434644.27,128.04,0.3111,0.1793,0.5730
650765.19,434597.67,127.43,0.0848,0.1422,0.4228
650862.99,434603.27,130.46,0.1012,0.0859,0.3373
650868.11,434588.42,129.86,0.0605,0.0496,0.1729
650800.12,434584.21,106.89,0.1234,0.0775,0.2313
650868.10,434628.69,126.57,0.2585,0.0770,0.3802
650748.59,434650.26,127.12,0.0813,0.0852,0.2156
650782.33,434645.57,126.25,0.3624,0.3294,0.8910
650769.81,434650.72,126.55,0.2806,0.2093,0.5041
650740.29,434648.44,126.75,0.0964,0.0743,0.2045
650754.03,434621.88,131.71,0.2784,0.0587,0.3499
650849.69,434590.00,127.02,0.1830,0.1475,0.3934
650777.86,434630.09,129.90,0.2489,0.0996,0.5123
650880.24,434629.37,129.06,0.2439,0.0592,0.2875
650855.68,434609.28,126.91,0.0770,0.0305,0.1404
650850.20,434647.96,125.20,0.2209,0.1723,0.4850
650721.25,434614.17,129.72,0.3948,0.1036,0.5594
650762.32,434616.97,129.32,0.5513,0.1306,0.8243
650855.33,434596.65,128.62,0.1667,0.0867,0.2892
650774.86,434641.34,127.39,0.1931,0.1211,0.3829
650850.74,434634.32,126.31,0.0759,0.0398,0.1572
650758.83,434594.00,130.20,0.1507,0.0686,0.2086
650750.05,434635.87,128.08,0.1954,0.1249,0.5481
650826.36,434586.81,107.36,0.0301,0.0306,0.0810
650820.01,434593.43,106.98,0.0283,0.0263,0.0585
650735.32,434664.61,125.63,0.1142,0.1135,0.2188
650775.45,434593.49,128.15,0.0449,0.1089,0.3041
650585.02,432072.38,129.30,0.3533,0.1559,0.4438
650828.74,434591.80,107.15,0.0318,0.0310,0.0821
650536.44,432062.79,111.33,0.0564,0.1041,0.2631
650540.44,432113.54,110.37,0.0948,0.0779,0.3936
650828.04,434580.95,107.02,0.0384,0.0322,0.0816
650863.02,434581.32,130.14,0.0592,0.0341,0.0819
650751.12,434609.55,128.16,0.3465,0.1322,0.4392
650821.42,434581.95,107.76,0.0288,0.0270,0.0572
650850.53,434624.94,124.34,0.1864,0.1394,0.6403
650781.12,434648.68,127.23,0.1224,0.0615,0.1840
650833.12,434607.84,107.20,0.0317,0.0385,0.1328
650726.31,434608.35,128.61,0.3858,0.1403,0.6068
650778.19,434637.96,127.53,0.0511,0.0799,0.3368
650484.19,432061.48,111.48,0.1142,0.1192,0.3047
650545.35,432082.51,129.63,0.0799,0.0583,0.2289
650679.45,435873.10,102.93,0.0244,0.0233,0.0497
650398.34,431902.86,130.95,0.5017,0.5389,0.4776
650480.06,432113.39,130.88,0.2283,0.0979,0.4483
650460.68,432115.35,130.69,0.3838,0.1267,0.5227
650585.74,432123.80,129.60,0.2683,0.1091,0.3331
650476.68,432079.69,131.89,0.0932,0.0532,0.1651
650567.22,432082.17,131.01,0.0880,0.0397,0.1435
650468.53,432134.53,130.85,0.2509,0.1721,0.3906
650485.43,432078.53,111.17,0.1921,0.1293,0.5332
650558.27,432072.54,130.72,0.1456,0.1044,0.2935
650765.92,434623.23,128.00,0.1201,0.0613,0.1809
650761.85,434652.36,126.97,0.0984,0.0458,0.1397
650782.53,434653.43,127.01,0.1045,0.0762,0.2246
650760.05,434636.84,126.30,0.3439,0.1169,0.4899
650851.37,434621.91,127.90,0.0829,0.0569,0.1779
650781.52,434652.18,126.09,0.1355,0.0527,0.2971
650766.32,434672.15,128.85,0.2523,0.1511,0.3880
650836.36,434668.72,107.00,0.0649,0.0769,0.2732
650783.52,434617.91,127.33,0.1815,0.1434,0.4187
650880.19,434639.53,129.10,0.5028,0.1020,0.6191
650769.15,434640.21,128.22,0.2338,0.0594,0.3842
650852.64,434656.78,129.70,0.3289,0.1581,0.6840
650871.07,434661.57,129.46,0.4624,0.1836,0.6566
650782.20,434635.79,125.90,0.1274,0.0514,0.2856
650858.03,434650.86,126.40,0.3933,0.1324,0.7488
650718.04,434637.24,128.12,0.1628,0.0578,0.2200
650856.10,434661.88,127.21,0.3161,0.1678,0.6246
650851.41,434639.95,125.71,0.1067,0.0393,0.2370
650382.19,432012.90,130.69,0.7029,1.3965,0.5655
650405.86,431953.79,131.21,0.5289,0.9759,0.5506
650796.95,434599.80,106.64,0.0267,0.0244,0.0543
650832.03,434593.04,107.24,0.0391,0.0341,0.0876
650587.97,432091.41,132.63,0.5596,0.1306,0.6508
650546.91,431664.35,112.28,0.4226,0.3289,1.0926
650569.46,431672.57,111.30,0.1462,0.0525,0.2409
650751.08,434609.45,127.76,0.1692,0.1094,0.4565
650727.68,434635.14,128.20,0.0759,0.0455,0.1157
650784.70,434597.09,107.50,0.0320,0.0375,0.1230
650762.01,434609.94,127.73,0.1075,0.0933,0.3824
650798.44,434587.89,106.92,0.0395,0.0355,0.1121
650813.63,434575.05,106.84,0.0402,0.0385,0.0881
650446.23,432106.77,131.71,0.2413,0.1867,0.5431
650820.09,434570.98,107.41,0.0308,0.0285,0.0607
650831.75,434626.30,107.13,0.0301,0.0302,0.0723
650889.18,435489.56,127.79,0.0823,0.0899,0.3332
650893.32,435546.32,128.59,0.0813,0.1366,0.2745
650914.40,435554.30,126.33,0.3791,0.3962,0.7130
650901.97,435543.96,127.38,0.1608,0.1819,0.4090
650445.74,431734.32,114.18,0.2668,0.1977,0.4062
650898.23,435508.90,128.60,0.2550,0.1067,0.7059
650873.60,435539.75,127.79,0.0475,0.1314,0.3395
650756.68,434643.96,128.10,0.0934,0.0555,0.1639
650941.43,435506.38,126.79,0.3757,0.0648,0.4414
650893.19,435515.60,126.02,0.1951,0.1090,0.6704
650788.29,434586.62,107.04,0.0354,0.0322,0.0681
650813.02,434580.93,106.46,0.0259,0.0230,0.0462
650893.76,435523.62,127.30,0.2808,0.2133,0.9345
650916.51,435508.89,128.61,0.3100,0.0817,0.5437
650829.34,434619.98,106.91,0.0250,0.0219,0.0422
650801.82,434619.95,106.55,0.0266,0.0239,0.0493
650553.47,432091.48,128.44,0.0807,0.1066,0.2559
650780.50,434682.40,127.67,0.0434,0.0472,0.1165
650777.94,434649.79,125.99,0.1148,0.0802,0.3422
650904.30,434674.95,127.14,0.3702,0.1547,0.6082
650870.50,434632.12,127.96,0.0905,0.1389,0.3892
650879.80,434661.08,130.80,0.1913,0.0938,0.5566
650903.46,434620.49,131.28,0.1354,0.1133,0.2126
650851.21,434639.26,124.61,0.0542,0.0939,0.3428
650892.71,434628.22,125.46,0.2347,0.1917,0.5056
650853.10,434671.94,126.46,0.0389,0.0562,0.2397
650910.41,434669.84,125.65,0.2738,0.0848,0.4077
650861.16,434651.03,125.97,0.0865,0.0887,0.5392
650864.36,434617.89,107.32,0.0458,0.1194,0.2915
650784.41,434649.01,123.98,0.3057,0.0678,0.3551
650877.33,434625.43,129.37,0.0554,0.0779,0.1708
650852.67,434662.44,127.56,0.0355,0.0369,0.2082
650789.96,434595.85,106.97,0.0555,0.0495,0.1250
650868.14,434650.40,129.49,0.0885,0.0719,0.4037
650867.48,434670.57,128.25,0.1050,0.1113,0.5080
650821.77,434613.89,107.06,0.0369,0.0367,0.1010
650911.35,434670.65,127.30,0.3773,0.1130,0.5442
650802.05,434633.03,106.27,0.0381,0.0376,0.0975
650776.67,434668.02,126.89,0.0850,0.0871,0.2607
650565.98,432126.57,131.43,0.0686,0.0357,0.1187
650811.63,435450.08,105.77,0.4187,0.4039,0.6906
650488.57,432110.51,111.88,0.0822,0.0683,0.2002
650814.03,434600.09,106.73,0.0643,0.0567,0.1687
650804.04,434658.41,106.45,0.0384,0.0414,0.0884
650919.24,434646.75,127.87,0.1558,0.0492,0.1881
650899.03,434638.99,128.64,0.1805,0.0779,0.3017
650784.74,434654.29,124.49,0.1905,0.0597,0.2249
650878.01,434644.76,127.58,0.1333,0.0898,0.3624
650839.23,434645.55,106.84,0.0433,0.0362,0.1651
650795.64,434601.63,106.52,0.1359,0.0627,0.2362
650838.88,434640.34,106.90,0.0328,0.0286,0.1157
650901.44,434649.09,128.24,0.1266,0.0716,0.2013
650859.56,434645.45,126.16,0.1629,0.1102,0.4352
650817.52,434627.11,106.45,0.0363,0.0323,0.1244
650787.86,434671.75,122.74,0.3098,0.1831,0.4006
650785.04,434599.10,107.19,0.0418,0.0317,0.0763
650772.64,434620.26,128.10,0.0252,0.0252,0.0642
650918.63,434622.14,128.81,0.2182,0.0606,0.2602
650884.27,434649.21,127.29,0.1235,0.0709,0.2991
650815.08,434604.09,106.65,0.0252,0.0230,0.0486
650874.12,434627.27,128.08,0.1006,0.0595,0.3306
650851.90,434664.02,128.06,0.0908,0.2506,0.6402
650792.63,434609.21,106.65,0.0280,0.0244,0.0482
650916.14,434656.68,127.89,0.4717,0.1869,0.5956
650884.29,434634.37,126.30,0.1364,0.0524,0.3333
650782.64,434626.65,126.79,0.3027,0.0589,0.3473
650894.59,434652.67,126.49,0.1736,0.0896,0.3287
650890.68,434605.76,130.14,0.1203,0.0888,0.2359
650820.54,434645.03,106.26,0.0294,0.0292,0.0786
650860.93,434653.49,126.78,0.0846,0.0690,0.2802
650787.24,434672.17,125.15,0.1410,0.0491,0.1863
650834.29,434615.83,107.21,0.0372,0.0660,0.1659
650783.82,434617.03,126.29,0.1225,0.0879,0.1923
650798.04,434630.72,106.22,0.0361,0.0333,0.0730
650836.24,434645.13,106.97,0.0247,0.0233,0.0496
650835.38,434608.62,107.03,0.0310,0.0468,0.1126
650851.46,434629.02,126.92,0.1026,0.1099,0.6868
650865.94,434650.03,127.94,0.1121,0.1282,0.5164
650909.00,434643.94,129.02,0.5389,0.1474,0.7521
650793.18,434616.75,106.54,0.0476,0.0303,0.0863
650886.07,434601.70,129.67,0.0897,0.0862,0.1973
650860.63,434656.64,125.94,0.1346,0.2528,0.8034
650773.06,434628.51,127.87,0.0252,0.0252,0.0651
650830.85,434624.46,106.85,0.0393,0.0340,0.0808
650830.32,434593.37,107.17,0.0251,0.0225,0.0439
650559.23,432086.38,129.21,0.0854,0.1085,0.2269
650901.50,435529.33,128.85,0.1336,0.0788,0.2879
650902.65,435539.93,128.26,0.2195,0.1476,0.4572
650754.40,434642.83,126.96,0.1108,0.0825,0.3041
650763.97,434643.01,127.28,0.0957,0.0929,0.3318
650749.63,434664.65,126.57,0.0791,0.0442,0.1400
650839.53,434612.23,117.89,0.2966,0.1391,0.4311
650777.55,434628.18,128.37,0.0542,0.0580,0.2218
650846.25,434635.84,126.88,0.1715,0.0501,0.2042
650756.02,434630.73,126.31,0.0340,0.0258,0.0825
650737.29,434660.27,126.28,0.0865,0.0621,0.1573
650774.47,434631.94,128.57,0.0705,0.0731,0.2906
650793.04,434621.36,106.86,0.0664,0.0547,0.1444
650715.23,434644.60,127.94,0.0869,0.0375,0.1037
650757.41,434675.49,126.08,0.1477,0.1801,0.4939
650844.10,434624.76,125.74,0.2482,0.0941,0.3177
650737.58,434664.57,126.15,0.1653,0.0842,0.3154
650745.53,434675.35,127.81,0.2652,0.2228,0.6057
650728.92,434623.18,129.64,0.1359,0.0689,0.2079
650720.51,434685.65,127.97,0.2479,0.1687,0.3367
650889.37,435496.88,127.16,0.1414,0.1496,0.7356
650805.06,435482.39,124.31,0.1814,0.0321,0.2038
650910.61,435515.11,129.20,0.2766,0.2594,0.6550
650813.62,435440.00,103.04,0.2425,0.1688,0.3799
650941.90,435503.30,127.81,0.2861,0.0888,0.3588
650898.13,435510.70,128.95,0.0991,0.1099,0.3461
650907.63,435530.36,128.95,0.0701,0.1025,0.1795
650735.12,434640.53,126.82,0.5651,0.1626,1.0274
650826.06,434609.30,107.08,0.0264,0.0249,0.0524
650789.10,434604.00,107.15,0.0254,0.0219,0.0387
650836.44,434644.42,106.79,0.0263,0.0237,0.0463
650774.08,434691.82,127.66,0.0865,0.0389,0.1364
650833.83,434656.26,107.14,0.0466,0.0466,0.1300
650867.27,434664.74,128.47,0.1115,0.0543,0.1781
650534.49,431729.88,110.75,0.0419,0.0423,0.0883
650772.31,434739.14,129.01,0.6488,0.3196,0.9539
650777.39,434704.01,128.93,0.1295,0.0471,0.2070
650874.22,434677.18,129.39,0.1686,0.0482,0.2364
650763.46,434698.42,129.40,0.1747,0.0574,0.2194
650850.11,434648.95,127.24,0.2956,0.1953,0.7290
650783.43,434699.94,129.37,0.1635,0.1467,0.3396
650870.40,434683.30,125.87,0.5344,0.1954,0.8461
650884.96,434708.41,129.40,0.4138,0.1015,0.5386
650752.33,434668.76,127.77,0.6799,0.1243,0.8074
650771.34,434706.43,130.45,0.1366,0.0391,0.1922
650754.63,434665.63,126.63,0.1587,0.0339,0.1956
650765.95,434694.34,127.40,0.1097,0.0600,0.1589
650886.62,434700.90,128.43,0.1993,0.0571,0.2527
650773.81,434686.39,127.99,0.2421,0.1148,0.4120
650863.37,434654.50,129.01,0.2607,0.1044,0.4551
650819.82,434644.63,106.39,0.0258,0.0234,0.0541
650860.80,434672.73,128.12,0.0954,0.0327,0.1744
650819.43,434640.35,106.55,0.0251,0.0225,0.0509
650795.32,434741.31,127.67,0.2206,0.1978,0.5565
650886.72,434736.26,126.76,0.2568,0.0991,0.3342
650777.91,434740.62,131.31,0.1210,0.0648,0.1891
650749.76,434655.44,126.61,0.2834,0.0684,0.3280
650828.20,434635.49,106.94,0.0265,0.0239,0.0512
650882.95,434717.37,128.87,0.4997,0.1064,0.6725
650820.49,434650.49,106.49,0.0270,0.0243,0.0478
650877.47,434651.13,129.33,0.3698,0.1202,0.4787
650766.79,434657.95,127.49,0.1184,0.0462,0.1758
650822.63,434663.65,106.47,0.0351,0.0302,0.0979
650768.89,434670.40,127.81,0.1738,0.0818,0.2692
650879.53,434675.88,127.72,0.1216,0.0898,0.1736
650837.88,434677.76,107.20,0.0463,0.0457,0.1419
650754.96,434648.94,128.72,0.1651,0.0549,0.2000
650838.37,434661.05,106.93,0.0322,0.0278,0.0753
650853.38,434676.49,128.05,0.2555,0.1088,0.5702
650864.50,434736.48,128.45,0.2014,0.1184,0.3919
650758.90,434688.71,128.05,0.1007,0.0353,0.1241
650781.79,434660.99,125.96,0.1421,0.0481,0.2963
650882.96,434687.28,128.59,0.1518,0.0794,0.2036
650779.39,434689.65,127.32,0.1153,0.0660,0.1967
650879.96,434661.02,130.65,0.5293,0.1208,0.6693
650442.03,431712.25,116.16,0.1354,0.1585,0.2478
650790.55,434693.36,106.92,0.1088,0.0565,0.2204
650792.45,434713.24,129.86,0.2065,0.0741,0.4647
650862.67,434707.58,128.11,0.1537,0.0577,0.3119
650782.43,434644.44,127.27,0.0345,0.0388,0.1001
650534.36,431695.99,111.92,0.0401,0.0327,0.1071
650874.38,434675.21,127.71,0.1349,0.0845,0.2730
650766.88,434712.52,130.37,0.3181,0.1346,0.4379
650888.68,434698.26,128.92,0.5080,0.1088,0.5992
650788.34,434698.08,127.24,0.1934,0.0783,0.4356
650860.01,434670.23,127.49,0.0881,0.0558,0.1763
650875.15,434738.78,128.18,0.3133,0.1548,0.4911
650774.98,434717.42,129.61,0.1809,0.1068,0.2913
650857.46,434663.09,129.06,0.1359,0.0804,0.2643
650762.47,434667.51,126.62,0.2061,0.0881,0.2763
650789.08,434684.41,128.45,0.1495,0.0616,0.3362
650880.30,434709.78,128.71,0.1306,0.0490,0.1741
650835.28,434654.30,107.16,0.0306,0.0270,0.0612
650779.75,434675.50,126.26,0.0912,0.0438,0.1636
650876.60,434634.76,129.47,0.1267,0.0715,0.1685
650790.11,434684.04,127.15,0.0929,0.0593,0.2340
650825.12,434650.80,107.09,0.0310,0.0272,0.0851
650833.38,434636.61,106.83,0.0312,0.0346,0.1004
650842.26,434718.34,106.71,0.0508,0.0327,0.2256
650874.11,434688.60,127.51,0.5812,0.3192,0.9317
650807.72,434646.72,106.36,0.0675,0.0608,0.2030
650880.26,434678.44,127.68,0.1627,0.0463,0.2099
650786.00,434706.63,130.15,0.1651,0.0833,0.3364
650858.38,434719.36,125.42,0.2511,0.0914,0.5892
650770.40,434747.67,129.36,0.3483,0.2149,0.4930
650556.26,431704.03,111.32,0.1245,0.0770,0.2101
650854.45,434708.64,126.49,0.0771,0.1837,0.5048
650619.05,435902.61,126.10,0.0586,0.0329,0.1637
650851.71,434663.92,127.12,0.0985,0.1491,0.5756
650788.58,434690.33,107.09,0.3670,0.0798,0.5214
650891.12,434701.76,127.44,0.1985,0.1387,0.4670
650881.36,434662.90,129.93,0.1698,0.1494,0.5234
650924.55,434665.57,128.58,0.2072,0.0667,0.2461
650860.23,434700.25,128.31,0.0465,0.0795,0.2996
650883.31,434699.56,126.98,0.2328,0.1830,0.7005
650796.12,434722.21,125.50,0.2055,0.1309,0.2667
650898.91,434691.72,127.25,0.3532,0.1272,0.6900
650892.10,434685.62,126.48,0.3034,0.1106,0.7051
650869.67,434662.68,127.78,0.0842,0.1183,0.4176
650857.23,434686.07,127.30,0.0931,0.0978,0.6120
650869.63,434692.82,125.56,0.1747,0.1761,0.9010
650837.94,434689.64,107.04,0.0347,0.0320,0.0720
650890.48,434682.19,125.38,0.2737,0.1005,0.6728
650905.22,434694.51,126.49,0.2875,0.1048,0.4928
650860.97,434669.24,128.82,0.0616,0.0866,0.3921
650824.63,434669.45,106.73,0.0731,0.0689,0.2095
650554.71,431695.61,110.78,0.0693,0.0306,0.1464
650886.55,435483.82,128.37,0.0291,0.0265,0.1661
650804.53,434655.66,106.43,0.0309,0.0288,0.0659
650880.46,434675.98,128.62,0.0724,0.0506,0.1911
650869.78,434668.44,127.16,0.1191,0.1041,0.4241
650915.70,434656.58,128.51,0.2150,0.0856,0.2852
650897.35,434682.03,125.91,0.0685,0.0379,0.1236
650867.98,434664.76,127.19,0.0562,0.0566,0.2035
650885.39,434656.02,127.24,0.1520,0.1066,0.3684
650791.36,434704.95,128.32,0.0931,0.0396,0.1327
650789.21,434677.52,125.39,0.1640,0.0516,0.1956
650860.25,434677.66,127.20,0.0660,0.0726,0.2708
650784.21,434715.67,129.17,0.2959,0.0845,0.5494
650897.25,435515.15,130.89,0.0585,0.0859,0.2104
650893.65,435516.92,127.17,0.0546,0.0918,0.2345
650797.52,435491.66,104.07,0.2859,0.0420,0.3639
650798.34,435498.41,104.02,0.5657,0.1163,0.7209
650780.99,434749.33,129.03,0.1724,0.1399,0.2996
650420.66,431717.18,110.47,0.0807,0.0511,0.1860
650557.61,431729.96,126.70,0.1048,0.0439,0.1917
650835.41,435402.72,103.97,0.0186,0.0158,0.0315
650578.56,431725.98,127.90,0.7919,0.1888,1.0054
650858.82,434683.79,128.96,0.0985,0.0689,0.1799
650508.87,431691.18,110.62,0.0816,0.1734,0.6693
650547.34,431741.51,122.14,0.1065,0.0893,0.2593
650455.41,432103.02,130.92,0.0729,0.0646,0.2099
650568.24,431738.37,127.81,0.2426,0.1117,0.3619
650516.58,432150.55,110.57,0.0308,0.0282,0.0601
650431.74,432091.23,128.42,0.1291,0.0472,0.2148
650827.21,434683.04,107.14,0.0276,0.0266,0.0631
650420.58,432087.72,130.57,0.5930,0.1438,0.8045
650480.32,432070.11,125.17,0.1822,0.0809,0.2915
650427.30,432122.77,129.67,0.5105,0.4228,0.7877
650914.65,435494.65,126.97,0.0870,0.0363,0.1880
650452.75,432089.62,129.20,0.3312,0.1733,0.9262
650533.65,432141.26,110.77,0.0341,0.0350,0.0877
650534.07,432125.50,110.75,0.0272,0.0262,0.0537
650807.56,435444.07,124.07,0.0542,0.0287,0.0981
650794.40,435423.26,127.78,0.1589,0.0629,0.2118
650616.34,432107.75,128.57,0.1298,0.0359,0.1806
650551.30,432106.01,129.73,0.0752,0.0668,0.4383
650604.71,432081.74,128.58,0.2442,0.1251,0.4260
650865.72,435433.42,104.23,0.0252,0.0220,0.0618
650553.00,432085.74,128.69,0.0415,0.0671,0.2515
650606.42,432120.41,131.14,0.1119,0.0489,0.1806
650466.56,432093.20,131.28,0.1943,0.1879,0.8714
650596.64,432067.00,122.84,0.1003,0.0908,0.2174
650597.93,432123.45,131.45,0.2047,0.1110,0.4016
650804.16,435471.02,104.48,0.1063,0.0504,0.1938
650580.64,432115.93,133.92,0.1700,0.1133,0.5272
650617.67,432109.06,130.66,0.1976,0.0481,0.2659
650741.28,435977.19,124.76,0.2513,0.3273,0.6106
650673.96,435849.78,103.31,0.0299,0.0303,0.0867
650842.40,434699.91,107.09,0.0683,0.0512,0.2444
650814.11,435440.44,103.91,0.0570,0.0305,0.0911
650857.29,435429.44,103.87,0.0215,0.0218,0.0524
650685.65,435862.50,103.09,0.0476,0.0501,0.1734
650878.58,434689.55,128.23,0.1257,0.0537,0.1745
650867.51,435432.05,104.06,0.0213,0.0216,0.0586
