x,y,z,sx,sy,sz
650694.34,435879.34,104.19,0.0364,0.0330,0.1054
650759.26,435970.47,123.31,0.1947,0.1413,0.3160
650713.81,435880.80,102.93,0.0344,0.0280,0.0806
650773.02,435515.15,121.81,0.1057,0.0637,0.1774
650671.46,435854.04,103.16,0.0251,0.0265,0.0717
650872.37,434709.88,128.48,0.1767,0.0735,0.2730
650709.54,435884.52,102.72,0.0330,0.0334,0.0805
650625.78,435891.09,126.06,0.4465,0.0971,0.6024
650633.02,435889.09,125.60,0.2726,0.0734,0.4198
650502.41,431853.79,110.37,0.1374,0.8004,0.4786
650762.09,435898.38,126.86,0.0809,0.0938,0.2241
650172.79,436920.28,104.89,0.0739,0.0600,0.1376
650586.35,432039.65,128.96,1.0344,2.3137,0.8399
650307.49,432057.02,131.49,2.4101,3.3755,1.1108
650368.87,431970.14,129.77,0.5887,0.8124,0.4232
650382.82,431903.66,131.32,0.7659,0.7063,0.6168
650528.25,431882.74,125.95,0.3790,0.6125,0.7148
650547.53,431929.50,116.34,0.6064,1.1405,0.9010
650570.10,432029.10,132.05,1.4659,3.7554,1.3530
650902.89,435459.35,104.38,0.0785,0.0863,0.3078
650245.87,436984.93,116.40,0.1305,0.0875,0.3613
650382.42,431710.77,111.20,0.1228,0.0288,0.2204
650169.75,436918.99,105.80,0.1368,0.1390,0.2832
650871.38,435432.43,104.94,0.2042,0.2716,0.7263
650839.43,434692.12,107.03,0.0356,0.0314,0.0842
650892.34,435506.20,127.23,0.1141,0.0953,0.1854
650786.36,435469.41,127.18,0.2357,0.0469,0.3094
650380.39,431978.93,130.99,0.6548,1.3025,0.5321
650775.71,434734.84,128.72,0.1442,0.1863,0.6952
650905.14,435490.57,129.20,0.5946,0.2327,0.7461
650456.24,431745.29,110.85,0.0535,0.0808,0.2386
650798.51,435493.22,105.19,0.1248,0.0754,0.2563
650865.27,435459.29,104.51,0.1124,0.0715,0.4920
650358.21,431692.25,116.59,0.4227,0.1232,0.5107
650805.04,435439.55,126.46,0.1022,0.0702,0.1899
650601.50,432197.33,127.93,0.1676,0.1100,0.3824
650611.56,432135.33,130.04,0.2055,0.1947,0.3647
650608.29,432146.46,129.47,0.2180,0.1622,0.4166
650585.69,432148.79,129.03,0.0697,0.0854,0.2484
650617.43,432147.16,131.31,0.3225,0.2002,0.5033
650581.49,432195.21,129.20,0.1177,0.1322,0.5124
650555.57,432159.21,122.52,0.1771,0.2288,0.9734
650639.53,432179.99,125.94,0.1763,0.0387,0.2025
650612.77,432190.85,133.04,0.2702,0.1082,0.4507
650548.93,432145.77,110.72,0.0480,0.0716,0.2197
650611.75,432160.58,128.51,0.1106,0.0519,0.1937
650495.73,432191.01,110.60,0.1740,0.0493,0.2459
650597.28,432167.93,126.86,0.1420,0.0674,0.3652
650554.74,432166.28,127.30,0.1579,0.1560,0.7869
650494.86,432172.58,111.28,0.2050,0.0401,0.2851
650584.62,432158.04,130.14,0.0959,0.1013,0.3604
650573.50,432162.27,128.84,0.0836,0.1121,0.4924
650590.31,432164.94,129.31,0.2672,0.1774,0.8384
650561.56,432193.91,110.62,0.0338,0.0349,0.1219
650554.68,432220.26,110.74,0.0658,0.0656,0.2386
650465.31,432219.77,130.30,0.1681,0.0652,0.2049
650509.98,432215.45,110.67,0.0365,0.0358,0.0983
650596.33,432208.69,133.52,0.6166,0.1527,0.7403
650555.11,432229.75,111.21,0.0678,0.0813,0.2455
650499.75,432210.91,130.01,0.3655,0.1868,0.8933
650569.87,432223.24,129.66,0.1667,0.1145,0.3412
650495.60,432220.05,129.92,0.2975,0.1995,0.6546
650499.44,432193.42,110.89,0.1181,0.0483,0.3475
650594.54,432213.80,132.45,0.4563,0.1380,0.5708
650584.68,432157.91,129.90,0.2450,0.1868,0.3699
650501.64,432223.45,130.23,0.2208,0.1911,0.5690
650581.70,432198.21,128.26,0.2261,0.1009,0.3665
650575.15,432199.76,128.98,0.1573,0.0818,0.2856
650466.37,432225.82,129.65,0.5105,0.0954,0.6173
650452.30,432227.92,129.78,0.2214,0.1175,0.3927
650514.37,432203.61,110.71,0.0711,0.0643,0.1785
650499.22,432200.06,110.98,0.0584,0.0303,0.0841
650472.33,432212.53,128.15,0.0435,0.0319,0.1131
650559.87,432212.18,110.45,0.1080,0.0530,0.1627
650451.26,432242.36,127.80,0.1266,0.0749,0.2076
650489.19,432216.97,129.34,0.0841,0.0823,0.3305
650474.01,432202.23,110.68,0.0441,0.0372,0.1355
650809.92,435430.71,123.34,0.1204,0.1302,0.2669
650464.61,432174.48,131.24,0.2319,0.0994,0.3862
650446.06,432205.07,129.07,0.1421,0.0416,0.2362
650493.54,432231.50,128.08,0.0458,0.1161,0.3154
650562.68,432224.72,128.03,0.3844,0.1533,0.4678
650430.58,432221.05,129.25,0.3466,0.1121,0.4442
650461.93,432167.37,127.68,0.1148,0.0633,0.1986
650558.08,432182.82,111.44,0.2234,0.0781,0.3466
650445.40,432211.97,129.73,0.3069,0.0975,0.5054
650510.88,432232.69,110.91,0.0473,0.0458,0.1515
650457.72,432183.65,129.63,0.0940,0.0538,0.1989
650468.99,432181.69,129.88,0.0783,0.0653,0.2270
650470.36,432200.52,128.78,0.0778,0.0392,0.2370
650421.50,432200.11,129.28,0.2374,0.0462,0.2664
650473.55,432237.76,128.97,0.1198,0.1891,0.4195
650441.85,432242.89,129.86,0.2614,0.2022,0.4015
650439.96,432227.84,131.17,0.2445,0.1200,0.3562
650585.90,432169.13,128.49,0.0631,0.0622,0.1946
650522.63,432182.21,111.07,0.0837,0.0948,0.3379
650858.20,432216.71,-286.78,0.6565,0.2662,1.0148
650524.63,432230.42,111.31,0.0345,0.0297,0.0608
650466.52,432187.50,129.06,0.0704,0.0317,0.1341
650573.70,432185.40,130.29,0.0688,0.0699,0.2789
650520.13,432231.25,111.28,0.0324,0.0296,0.0642
650609.05,432179.43,129.03,0.2087,0.1080,0.3897
650542.83,432220.81,110.62,0.0282,0.0258,0.0553
650478.63,432178.04,126.59,0.1024,0.0622,0.1982
650524.51,432219.63,110.85,0.0321,0.0422,0.1212
650556.72,432218.58,110.76,0.0743,0.0535,0.1730
650515.53,432235.26,111.52,0.0322,0.0313,0.0713
650488.79,432195.21,127.23,0.1131,0.0833,0.3185
650578.32,432191.48,129.12,0.0805,0.0622,0.1647
650546.20,432161.26,110.53,0.0602,0.0711,0.1461
650594.21,432190.87,129.54,0.0520,0.0334,0.1018
650592.39,432146.29,129.54,0.1238,0.1086,0.2358
650497.36,432177.60,110.68,0.1203,0.0394,0.1984
650513.22,432219.16,111.02,0.0290,0.0251,0.0493
650795.59,435432.95,126.08,0.2839,0.2024,0.4418
650902.10,435460.41,104.46,0.1382,0.0353,0.2405
650182.60,437006.57,124.44,0.2338,0.2225,0.6408
650625.07,432116.27,130.53,0.1479,0.0431,0.1763
650485.27,432102.67,110.65,0.2705,0.0483,0.3731
650739.38,435857.72,103.28,0.0434,0.0436,0.1234
650805.08,435446.27,125.76,0.0947,0.0532,0.1601
650523.05,432207.96,110.97,0.0386,0.0339,0.0848
650441.57,432175.13,130.98,0.2709,0.0717,0.4295
650554.01,432189.32,110.91,0.0297,0.0249,0.0655
650486.86,432170.66,131.67,0.0462,0.0526,0.2706
650422.80,432173.48,128.51,0.2585,0.0531,0.3115
650480.93,432186.93,128.58,0.2316,0.2083,0.6027
650466.06,432137.88,131.93,0.1373,0.0961,0.2545
650430.77,432207.42,129.28,0.3894,0.1978,0.5251
650499.63,432150.94,110.59,0.0339,0.0412,0.1167
650575.31,432105.72,132.02,0.1508,0.1425,0.4345
650456.78,432058.88,126.92,0.3016,0.2723,0.9968
650555.52,432185.77,110.62,0.0358,0.0348,0.0948
650590.27,432175.39,127.64,0.3803,0.1381,0.5199
650593.26,432194.65,129.81,0.0795,0.0441,0.1326
650496.70,432169.57,110.43,0.0508,0.0345,0.1264
650474.31,432173.89,129.72,0.1885,0.1183,0.7403
650573.42,432185.32,130.68,0.1740,0.0739,0.3034
650564.77,432167.71,128.11,0.0515,0.0366,0.1034
650481.95,432157.19,129.15,0.0311,0.0438,0.1466
650425.50,432189.59,127.27,0.4847,0.1272,0.6186
650503.55,432179.86,110.74,0.0302,0.0264,0.0706
650537.25,432191.71,112.28,0.0412,0.0351,0.1013
650516.52,432202.50,110.79,0.0324,0.0290,0.0646
650500.20,432198.34,125.88,0.1896,0.1621,0.3586
650520.47,432202.16,110.77,0.0324,0.0301,0.0661
650585.33,432130.04,130.87,0.1674,0.1560,0.3470
650540.51,432200.60,110.45,0.0563,0.0534,0.1338
650555.03,432202.39,110.56,0.0371,0.0269,0.0630
650595.11,432137.84,131.09,0.0889,0.0579,0.1519
650499.72,432183.83,110.91,0.0478,0.0408,0.0962
650540.94,432208.90,110.70,0.0590,0.0566,0.1344
650593.94,432139.25,130.61,0.3638,0.1898,0.4483
650563.05,432174.55,127.96,0.2908,0.0988,0.6735
650493.35,432145.09,109.75,0.1076,0.0906,0.2936
650570.68,432146.14,128.73,0.2199,0.1500,0.4198
650470.98,432159.22,131.73,0.3194,0.1038,0.4411
650523.60,432190.82,111.46,0.1154,0.0764,0.2863
650554.67,432186.98,110.74,0.0410,0.0304,0.0746
650602.75,432171.26,126.61,0.1767,0.0358,0.2009
650484.78,432149.47,132.29,0.2984,0.1829,0.5302
650555.49,432151.95,122.84,0.0853,0.0660,0.2516
650541.92,432178.51,110.48,0.0418,0.0425,0.1030
650582.67,432143.15,128.95,0.1743,0.1073,0.6426
650603.36,432170.07,128.23,0.2097,0.1107,0.4275
650607.79,432125.73,131.57,0.0916,0.0549,0.1571
650627.56,432123.54,130.18,0.1863,0.0883,0.2345
650615.10,432141.54,130.89,0.1913,0.0648,0.2959
650632.49,432144.84,130.46,0.1934,0.0460,0.2258
650598.68,432141.48,131.24,0.4014,0.1809,0.8874
650615.77,432173.53,128.05,0.1621,0.0746,0.2553
650581.56,432173.21,129.43,0.1409,0.1524,0.5512
650595.50,432155.51,125.85,0.1744,0.0692,0.4434
650586.20,432155.60,129.51,0.1355,0.0692,0.4414
650636.99,432176.50,123.92,0.2578,0.1034,0.3056
650570.37,432146.19,128.80,0.0540,0.0698,0.2189
650520.47,432189.16,110.75,0.0385,0.0284,0.0694
650497.60,432179.12,110.59,0.0865,0.0367,0.1210
650571.85,432175.34,130.27,0.0612,0.0645,0.1884
650622.62,432152.54,131.18,0.1808,0.0714,0.2453
650588.01,432147.75,130.76,0.0859,0.0735,0.2343
650563.16,432174.54,127.94,0.0708,0.0725,0.2123
650491.85,432133.09,111.96,0.2785,0.0848,0.3850
650499.85,432203.30,110.93,0.0589,0.0363,0.0802
650489.48,432143.19,110.56,0.2298,0.0487,0.3115
650562.14,432171.70,127.48,0.7041,0.1308,0.8362
650560.99,432154.92,127.34,0.0638,0.0643,0.2117
650566.86,432145.39,128.62,0.0720,0.0778,0.2122
650606.05,432120.62,131.48,0.1063,0.0849,0.1927
650574.52,432143.26,129.44,0.1149,0.1020,0.4205
650498.24,432196.56,114.95,0.3309,0.2217,0.4845
650610.19,432130.92,132.13,0.3730,0.1994,0.6300
650519.22,432174.27,110.48,0.0355,0.0265,0.0791
650510.33,432188.78,110.93,0.0354,0.0314,0.0709
650571.00,432172.85,129.32,0.0842,0.0753,0.2438
650508.71,432206.33,110.62,0.0397,0.0370,0.0798
650561.92,432145.17,128.94,0.0829,0.0849,0.3155
650555.69,432180.40,129.33,0.2994,0.0599,0.3821
650452.25,432216.75,130.08,0.4308,0.4132,0.8698
650519.58,432160.01,111.43,0.0584,0.0526,0.2142
650539.97,432193.29,112.52,0.0335,0.0349,0.0842
650442.54,432154.18,128.37,0.1127,0.0582,0.1858
650470.00,432211.39,131.29,0.0759,0.1084,0.2449
650474.24,432207.90,110.73,0.0587,0.0877,0.2647
650444.65,432197.65,130.02,0.2336,0.1096,0.3979
650492.23,432179.17,126.26,0.0967,0.0983,0.6641
650514.77,432213.65,110.98,0.0327,0.0308,0.0682
650435.55,432165.06,128.30,0.1478,0.0503,0.2152
650488.75,432195.27,127.02,0.1217,0.1188,0.4126
650438.37,432215.48,129.58,0.1367,0.0969,0.2045
650476.46,432215.39,125.50,0.0654,0.0634,0.1271
650438.62,432184.96,129.59,0.1188,0.0459,0.1710
650556.18,432202.56,110.62,0.0395,0.0314,0.0676
650558.02,432206.53,111.00,0.0924,0.0479,0.1356
650507.49,432201.65,110.66,0.0821,0.0770,0.2799
650558.56,432164.04,125.56,0.1572,0.0675,0.2500
650476.66,432134.23,129.63,0.2114,0.1555,0.5048
650471.98,432151.84,130.77,0.2078,0.1191,0.4567
650472.91,432174.46,129.53,0.0644,0.0687,0.1433
650560.78,432166.09,128.29,0.1869,0.1080,0.2885
650537.19,432102.60,110.46,0.0661,0.0774,0.1971
650466.56,432134.65,131.56,0.1674,0.0738,0.3457
650517.06,432175.22,110.68,0.0348,0.0549,0.1331
650584.87,432124.58,130.42,0.1186,0.0847,0.3064
650563.59,432107.30,131.10,0.0697,0.0764,0.2860
650430.52,432112.16,129.83,0.1387,0.0726,0.2115
650434.66,432105.39,127.75,0.0806,0.0413,0.1312
650507.83,432060.62,111.92,0.0737,0.0769,0.2252
650511.86,432107.79,110.56,0.1457,0.1038,0.4114
650433.22,432120.40,130.68,0.1935,0.1181,0.3078
650457.93,432183.74,130.17,0.0998,0.0972,0.2461
650475.20,432102.43,131.68,0.0722,0.0782,0.2801
650415.93,432160.68,126.72,0.1874,0.0439,0.2166
650522.49,432048.62,110.74,0.0949,0.1144,0.2573
650454.02,432140.72,129.63,0.0812,0.0410,0.1799
650482.57,432179.32,128.97,0.0627,0.1277,0.3863
650418.87,432158.52,126.94,0.5937,0.1200,0.7229
650430.54,432167.02,128.44,0.3670,0.1101,0.5207
650445.23,432197.23,128.38,0.1410,0.1390,0.2615
650469.91,432112.88,132.04,0.0298,0.0346,0.0903
650420.99,432184.47,126.76,0.2369,0.1179,0.2954
650476.14,432129.99,131.83,0.0848,0.1313,0.3955
650544.37,432068.90,127.61,0.1060,0.0519,0.1380
650435.86,432154.84,129.64,0.4825,0.1123,0.7418
650417.13,432145.02,128.62,0.4732,0.0979,0.5506
650493.34,432111.94,110.78,0.0425,0.0427,0.1398
650537.28,432097.19,111.07,0.0896,0.0460,0.1521
650436.54,432195.04,129.75,0.2468,0.1455,0.3650
650441.15,432181.08,130.33,0.2736,0.1256,0.4340
650458.41,432176.66,131.18,0.1019,0.0648,0.2238
650518.85,432187.50,110.72,0.0300,0.0283,0.0606
650554.67,432147.20,124.83,0.1640,0.0955,0.2478
650457.95,432152.83,130.25,0.1011,0.0722,0.2207
650557.79,432186.72,110.59,0.0582,0.0307,0.0812
650555.57,432147.98,126.30,0.0675,0.0388,0.1138
650540.16,432176.09,110.66,0.0255,0.0227,0.0445
650518.45,432167.70,110.63,0.0292,0.0270,0.0629
650574.73,432143.43,129.72,0.2485,0.1316,0.4065
650502.92,432190.63,110.57,0.0259,0.0242,0.0462
650475.24,432163.39,127.85,0.2301,0.0783,0.3746
650492.40,432165.27,132.65,0.2929,0.1551,0.6602
650557.20,432151.27,127.25,0.2147,0.0824,0.5393
650460.77,432167.54,129.76,0.2640,0.0883,0.3317
650593.39,432143.76,128.86,0.4084,0.0853,0.4989
650473.25,432122.55,131.58,0.1161,0.0634,0.1733
650477.77,432145.10,131.92,0.1803,0.0504,0.2939
650487.83,432172.66,133.04,0.0996,0.0630,0.1967
650561.23,432127.67,130.82,0.1586,0.0995,0.3425
650565.54,432119.80,132.34,0.0847,0.0625,0.1591
650553.10,432183.35,110.98,0.0688,0.0782,0.2243
650510.96,432106.27,110.71,0.0642,0.0307,0.1239
650547.98,432143.76,110.71,0.0740,0.0537,0.1594
650551.32,432118.42,129.71,0.1599,0.1320,0.3215
650464.86,432181.79,130.26,0.0710,0.0356,0.1256
650535.23,432168.15,111.37,0.0284,0.0262,0.0586
650507.53,432190.71,110.74,0.0233,0.0212,0.0376
650575.61,432163.17,129.69,0.1215,0.0506,0.1948
650548.73,432168.75,110.61,0.0394,0.0292,0.0804
650568.22,432147.44,128.38,0.0923,0.0637,0.2349
650545.31,432154.88,110.77,0.0487,0.0420,0.1096
650504.53,432173.24,110.60,0.0416,0.0371,0.1073
650482.60,432112.34,130.57,0.0474,0.0529,0.1462
650517.64,432168.15,110.86,0.0243,0.0218,0.0404
650512.07,432170.00,110.79,0.0348,0.0304,0.0676
650540.95,432159.98,110.56,0.0278,0.0272,0.0647
650464.55,432111.49,131.52,0.2081,0.1433,0.4251
650513.73,432180.28,110.87,0.0279,0.0250,0.0523
650619.70,435868.94,124.22,0.1056,0.0504,0.2010
650622.00,435802.50,119.34,0.2039,0.2354,0.4220
650587.68,432113.55,131.83,0.1261,0.0770,0.3009
650452.78,432140.68,131.71,0.1005,0.1131,0.2462
650494.07,432143.64,110.83,0.1567,0.0828,0.2355
650449.77,432088.27,130.66,0.0760,0.0470,0.1704
650575.17,432153.13,129.62,0.1018,0.0723,0.2172
650858.62,435438.83,103.85,0.0416,0.0393,0.1112
650433.29,432130.78,129.80,0.3352,0.1977,0.5455
650427.94,432144.66,129.89,0.2361,0.1874,0.3483
650559.70,432126.43,130.62,0.0697,0.0789,0.2917
650461.41,432085.33,130.10,0.1725,0.1576,0.5775
650641.79,435831.88,122.71,0.0526,0.0485,0.1805
650550.34,432134.33,127.55,0.0296,0.0277,0.1371
650596.40,432107.00,134.05,0.2343,0.1556,0.4948
650477.80,432105.93,111.56,0.2102,0.0627,0.2525
650449.13,432098.06,132.13,0.1682,0.0674,0.3761
650563.29,432140.69,129.54,0.0807,0.1131,0.5410
650574.07,432109.10,133.01,0.1420,0.1845,0.6424
650562.02,432116.56,131.97,0.0789,0.0823,0.3176
650579.49,432154.02,131.49,0.0592,0.0745,0.2127
650604.37,432096.14,129.18,0.1029,0.0775,0.1863
650622.36,432133.65,130.85,0.3498,0.0787,0.4585
650486.23,432112.98,111.55,0.1979,0.0543,0.2669
650619.04,432109.83,130.65,0.1280,0.0496,0.1736
650614.32,432149.36,129.27,0.2042,0.0988,0.3095
650581.73,432138.40,129.95,0.1331,0.0877,0.4596
650474.08,432122.78,130.01,0.1030,0.1501,0.5602
650469.40,432095.78,130.48,0.0796,0.0657,0.3520
650552.37,432115.43,129.37,0.6284,0.1501,0.7445
650671.14,435832.11,104.34,0.7434,1.6896,0.8072
650490.56,432125.10,111.33,0.1275,0.0503,0.1759
650494.65,432158.79,110.89,0.1221,0.0525,0.1774
650414.76,432099.69,130.30,0.3627,0.0708,0.4333
650593.94,432139.28,130.73,0.0961,0.0554,0.2132
650492.89,432137.12,110.53,0.3058,0.1316,0.4337
650547.28,432150.82,110.76,0.0297,0.0296,0.0794
650503.36,432172.75,110.93,0.0864,0.0453,0.1288
650581.06,432126.32,129.66,0.1496,0.1219,0.4638
650420.33,432141.78,128.52,0.4043,0.2418,0.5340
650468.62,432082.35,130.99,0.1636,0.2182,0.7181
650543.04,432115.40,110.84,0.0301,0.0345,0.0988
650639.71,435871.14,124.06,0.2117,0.2037,0.7000
650458.72,432100.76,131.99,0.1850,0.0922,0.5471
650541.69,432163.68,110.58,0.0332,0.0327,0.0826
650539.45,432166.74,111.31,0.0310,0.0286,0.0616
650538.22,432046.22,121.44,0.2850,0.1665,0.4368
650792.11,435489.76,128.08,0.1072,0.0477,0.1530
650783.22,435457.92,128.74,0.1177,0.0312,0.1432
650556.97,432111.92,130.86,0.0528,0.0543,0.1574
650593.70,435821.39,116.73,0.1488,0.0674,0.1889
650575.51,432102.61,132.53,0.0838,0.0504,0.2022
650538.77,432114.17,110.99,0.0323,0.0329,0.1266
650426.56,432106.42,130.37,0.4213,0.2151,0.6322
650157.30,436924.23,117.39,0.9998,0.9740,1.6249
650634.75,435810.14,119.84,0.2441,0.3458,0.7150
650557.84,432065.33,128.89,0.0405,0.0493,0.2384
650600.36,435814.04,119.47,0.1370,0.0854,0.1876
650920.07,435466.66,104.11,0.0497,0.0358,0.1265
650863.91,435432.47,104.54,0.0446,0.0380,0.1480
650834.63,435408.96,104.09,0.0413,0.0372,0.0800
650859.17,435418.80,103.97,0.0313,0.0298,0.0790
650783.25,435440.72,128.78,0.0526,0.0578,0.1082
650882.94,435456.86,-10.02,0.1966,0.3317,1.0593
650944.52,435458.26,127.92,0.6765,0.1383,0.9093
650911.91,435478.14,128.42,0.0654,0.0441,0.1773
650569.43,432025.56,128.28,0.1955,0.2953,0.7971
650924.32,435496.90,125.22,0.3862,0.3430,0.7916
650942.83,435450.88,125.89,0.7145,0.1984,1.0104
650836.97,434684.96,106.88,0.0367,0.0335,0.0781
650826.08,434681.46,106.83,0.0280,0.0263,0.0602
650802.77,434708.26,106.64,0.0301,0.0256,0.0538
650727.73,434711.78,126.40,0.5602,0.1199,0.7657
650763.89,434755.00,127.90,0.0936,0.1386,0.2846
650907.24,434683.14,128.97,0.1891,0.0976,0.3161
650791.74,434708.24,128.37,0.0992,0.0418,0.1498
650889.93,434718.50,129.56,0.1643,0.0589,0.2709
650920.71,434685.86,128.55,0.1416,0.0593,0.1846
650832.79,434711.21,106.96,0.0346,0.0364,0.1095
650906.01,434710.89,126.81,0.2133,0.0996,0.3771
650830.49,434691.19,106.89,0.0335,0.0312,0.0873
650902.02,434725.70,127.39,0.2371,0.1295,0.4567
650868.63,434676.17,127.91,0.0567,0.1376,0.3351
650914.72,434715.14,126.60,0.2549,0.0957,0.3855
650851.79,434698.21,125.32,0.1124,0.1063,0.6038
650874.61,434732.27,129.10,0.0937,0.1520,0.4317
650896.13,434729.38,127.59,0.1623,0.1194,0.3580
650889.39,434711.93,126.86,0.1128,0.0543,0.2997
650895.59,434693.19,126.23,0.1476,0.0779,0.3364
650926.90,434711.44,128.95,0.1637,0.0542,0.1968
650867.20,434698.59,127.66,0.0755,0.0542,0.1730
650869.11,434708.79,127.30,0.0553,0.0498,0.3062
650878.93,434692.90,127.70,0.1143,0.0850,0.3461
650823.53,434677.68,106.56,0.0283,0.0265,0.0585
650904.15,434678.40,127.60,0.1598,0.0837,0.2720
650795.08,434714.45,121.46,0.1356,0.0585,0.1759
650860.15,434680.94,127.44,0.0862,0.1015,0.3656
650910.56,434696.50,126.69,0.1266,0.0488,0.1935
650921.43,434697.66,128.92,0.3238,0.1032,0.4106
650872.74,434714.16,128.02,0.0849,0.0733,0.1971
650795.97,434745.09,110.99,0.6476,0.3960,0.9464
650860.96,434727.73,126.86,0.0816,0.0424,0.1853
650797.16,434735.67,107.36,0.0771,0.0331,0.2269
650763.27,434736.11,130.61,0.4848,0.0937,0.5751
650852.34,434722.11,107.35,0.0743,0.0569,0.2639
650876.11,434741.86,128.61,0.1474,0.0393,0.2353
650884.25,434711.88,128.52,0.1284,0.0685,0.1755
650789.94,434722.30,128.77,0.2024,0.1029,0.4052
650884.52,434728.38,128.15,0.1955,0.0555,0.2695
650772.94,434771.59,129.15,0.2780,0.1669,0.3916
650774.84,434717.47,129.35,0.2090,0.0932,0.3039
650784.40,434744.73,129.13,0.1729,0.0504,0.3014
650844.01,434731.85,106.85,0.0451,0.0329,0.2027
650876.96,434767.37,127.07,0.1444,0.0870,0.2311
650795.28,434732.97,124.76,0.1073,0.0603,0.1858
650869.72,434729.09,127.62,0.0504,0.0246,0.0814
650787.00,434731.84,128.61,0.1747,0.0805,0.3187
650815.17,434736.07,106.50,0.0901,0.0630,0.2075
650884.41,434728.28,127.88,0.0441,0.0373,0.1053
650904.45,434695.75,125.68,0.0689,0.0454,0.1201
650718.21,434715.20,127.04,0.7197,0.1245,0.8478
650792.49,434713.23,130.02,0.0537,0.0580,0.1991
650830.69,434722.88,106.61,0.0901,0.0497,0.1906
650774.43,434714.95,127.83,0.0966,0.0891,0.3492
650733.92,434733.36,127.27,0.2098,0.1243,0.3143
650765.71,434694.53,128.18,0.1058,0.0868,0.3072
650830.01,434730.96,106.10,0.0292,0.0279,0.0612
650756.83,434716.50,129.31,0.1447,0.0886,0.3335
650861.06,434717.15,126.07,0.0465,0.0474,0.1932
650923.33,434717.62,127.84,0.2156,0.0693,0.2796
650879.54,434710.63,128.40,0.0734,0.0587,0.2289
650739.31,434723.45,126.59,0.0661,0.0392,0.1029
650713.57,434728.98,123.96,0.2346,0.0551,0.2566
650746.32,434720.77,127.98,0.1842,0.0899,0.3291
650786.43,434705.00,129.36,0.0386,0.0392,0.1429
650826.85,434693.66,106.29,0.0642,0.0366,0.1345
650772.87,434771.64,128.23,0.1123,0.1697,0.4300
650753.36,434702.28,128.52,0.1132,0.0811,0.2331
650874.70,434732.39,128.30,0.0499,0.0437,0.1286
650870.01,434750.43,128.17,0.0660,0.0588,0.1945
650895.56,434746.40,126.85,0.1642,0.0989,0.4026
650738.95,434702.93,127.67,0.1158,0.0628,0.1843
650836.86,434686.18,106.63,0.1892,0.0931,0.3445
650851.76,434711.42,125.72,0.7439,0.3832,1.0077
650860.58,434703.06,128.75,0.0553,0.1274,0.3517
650890.20,434746.66,125.60,0.1148,0.0779,0.3075
650793.23,434729.65,106.65,0.1153,0.0378,0.1569
650914.48,434753.31,127.98,0.1816,0.0782,0.2852
650893.28,434739.23,127.04,0.1031,0.0618,0.2502
650909.46,434728.56,127.87,0.0579,0.0320,0.0925
